,name,state,postal,googleMapsUrl,address,source,source_date,lat,lng
40,CVS PHARMACY,NY,12413,"http://maps.google.com/maps?q=7600 ROUTE 32,+CAIRO,+NY+12413&hl=en","7600 ROUTE 32, CAIRO, NY 12413",DEA,NTBD2018,42.2938828,-73.988742
41,CVS PHARMACY,NY,12413,"http://maps.google.com/maps?q=7600 SR 32 CAIRO,+CAIRO,+NY+12413&hl=en","7600 SR 32 CAIRO, CAIRO, NY 12413",DEA,NTBD2018,42.2938828,-73.988742
43,CASTLETON POLICE DEPARTMENT,VT,5735,"http://maps.google.com/maps?q=263 VT ROUTE 30,+CASTLETON,+VT+05735&hl=en","263 VT ROUTE 30, CASTLETON, VT 05735",DEA,NTBD2018,43.6133034,-73.2083333
46,CHESHIRE POLICE DEPARTMENT (LOBBY),CT,6410,"http://maps.google.com/maps?q=CHESHIRE POLICE DEPARTMENT,+CHESHIRE,+CT+06410&hl=en","CHESHIRE POLICE DEPARTMENT500 HIGHLAND AVENUE, CHESHIRE, CT 06410",DEA,NTBD2018,41.5110207,-72.8987829
48,CVS PARKING LOT CORNER OF WALL SST & BROAD ST,NH,3743,"https://www.google.com/maps/place/CVS/@43.3733413,-72.3372696,17z/data=!4m13!1m7!3m6!1s0x89e1c1de39281c71:0x98e02b9ccbfd3356!2sWall+St,+Claremont,+NH+03743!3b1!8m2!3d43.3733413!4d-72.3350809!3m4!1s0x89e1c1de0da959bf:0x667b6ac1d3b8ec6a!8m2!3d43.3730235!4d-72.3356333?hl=en","1 WALL ST, CLAREMONT, NH 03743",DEA,NTBD2018,43.3733413,-72.3372696
50,SHOP RITE,CT,6413,"http://maps.google.com/maps?q=266 E MAIN ST.,+CLINTON,+CT+06413&hl=en","266 E MAIN ST., CLINTON, CT 06413",DEA,NTBD2018,41.2703251,-72.5012198
51,CLOSTER POLICE GARAGE 201-768-5000,NJ,7624,"http://maps.google.com/maps?q=295 CLOSTER  DOCK ROAD,+CLOSTER,+NJ+07624&hl=en","295 CLOSTER  DOCK ROAD, CLOSTER, NJ 07624",DEA,NTBD2018,40.971402,-73.9592644
60,NEW HARTFORD RESIDENT TROOPER OFFICE REAR OF TOWN HALL BUILDING,CT,6057,"http://maps.google.com/maps?q=530 MAIN STREET,+NEW HARTFORD,+CT+06057&hl=en","530 MAIN STREET, NEW HARTFORD, CT 06057",DEA,NTBD2018,41.8786535,-72.9798367
78,NEW YORK CITY POLICE DEPARTMENT QUEENS 103RD PRECINCT,NY,11432,"http://maps.google.com/maps?q=168-02 PO EDWARD BYRNE AVENUE (JAMAICA),+JAMAICA,+NY+11432&hl=en","168-02 PO EDWARD BYRNE AVENUE (JAMAICA), JAMAICA, NY 11432",DEA,NTBD2018,40.7070813,-73.7926447
84,DOVER POLICE DEPARTMENT CHIEF RANDY JOHNSON,VT,5356,"http://maps.google.com/maps?q=246 ROUTE 100,+WEST DOVER,+VT+05356&hl=en","246 ROUTE 100, WEST DOVER, VT 05356",DEA,NTBD2018,42.9778771,-72.877349
101,FLORAL PARK POLICE DEPARTMENT,NY,11022,"http://maps.google.com/maps?q=1 FLORAL BLVD,+GREAT NECK,+NY+11022&hl=en","1 FLORAL BLVD, GREAT NECK, NY 11022",DEA,NTBD2018,40.7773752,-73.7315829
106,GARDEN CITY POLICE DEPARTMENT,NY,11530,"http://maps.google.com/maps?q=349 STEWART AVENUE,+GARDEN CITY,+NY+11530&hl=en","349 STEWART AVENUE, GARDEN CITY, NY 11530",DEA,NTBD2018,40.7265409,-73.6368128
110,GRAFTON POLICE DEPARTMENT,MA,1519,"http://maps.google.com/maps?q=28 PROVIDENCE ROAD,+GRAFTON,+MA+01519&hl=en","28 PROVIDENCE ROAD, GRAFTON, MA 01519",DEA,NTBD2018,42.2096071,-71.6931517
111,GRANBY POLICE HQ,CT,6035,"http://maps.google.com/maps?q=15 NORTH GRANBY ROAD,+GRANBY,+CT+06035&hl=en","15 NORTH GRANBY ROAD, GRANBY, CT 06035",DEA,NTBD2018,41.9545942,-72.7918164
141,LINCOLN POLICE DEPARTMENT,RI,2865,"http://maps.google.com/maps?q=100 OLD RIVER RD,+LINCOLN,+RI+02865&hl=en","100 OLD RIVER RD, LINCOLN, RI 02865",DEA,NTBD2018,41.9303439,-71.4428448
144,LONG ISLAND JEWISH MEDICAL CENTER LOBBY,NY,11040,"http://maps.google.com/maps?q=270-05 76ST AVENUE,+NEW HYDE PARK,+NY+11040&hl=en","270-05 76ST AVENUE, NEW HYDE PARK, NY 11040",DEA,NTBD2018,40.7531964,-73.706923
170,NEW YORK STATE POLICE CLIFTON PARK,NY,12065,"http://maps.google.com/maps?q=5 MUNICIPAL PLAZA,+CLIFTON PARK,+NY+12065&hl=en","5 MUNICIPAL PLAZASTATE ROUTE 146, CLIFTON PARK, NY 12065",DEA,NTBD2018,42.8640482,-73.7866823
172,NEW YORK STATE POLICE SCHODACK,NY,12033,"http://maps.google.com/maps?q=1485 STATE RT 9,+CASTLETON,+NY+12033&hl=en","1485 STATE RT 9, CASTLETON, NY 12033",DEA,NTBD2018,42.52076,-73.683361
177,NORTH BERGEN P.D.,NJ,7047,"http://maps.google.com/maps?q=4233 KENNEDY BLVD.,+NORTH BERGEN,+NJ+07047&hl=en","4233 KENNEDY BLVD., NORTH BERGEN, NJ 07047",DEA,NTBD2018,40.7793086,-74.0272034
179,NORTH GREENBUSH POLICE DEPARTMENT CHIEF ROBERT DURIVAGE,NY,12180,"http://maps.google.com/maps?q=133 BLOOMING GROVE DRIVE,+TROY,+NY+12180&hl=en","133 BLOOMING GROVE DRIVE, TROY, NY 12180",DEA,NTBD2018,42.6864257,-73.6804151
187,NORTHPORT VA POLICE DEPARTMENT,NY,11768,"http://maps.google.com/maps?q=79 MIDDLEVILLE ROAD,+NORTHPORT,+NY+11768&hl=en","79 MIDDLEVILLE ROAD, NORTHPORT, NY 11768",DEA,NTBD2018,40.893643,-73.3087836
191,COLUMBIA UNIVERSITY SIDEWALK,NY,10027,"http://maps.google.com/maps?q=WEST 116TH STREET AND BROADWAY,+NEW YORK,+NY+10027&hl=en","WEST 116TH STREET AND BROADWAY, NEW YORK, NY 10027",DEA,NTBD2018,40.8079932,-73.9638331
193,OLD LYME FIRE STATION,CT,6371,"http://maps.google.com/maps?q=69 LYME ST,+OLD LYME,+CT+06371&hl=en","69 LYME ST, OLD LYME, CT 06371",DEA,NTBD2018,41.3185646,-72.3250615
194,CVS,CT,6477,"http://maps.google.com/maps?q=279 BOSTON POST ROAD,+ORANGE,+CT+06477&hl=en","279 BOSTON POST ROAD, ORANGE, CT 06477",DEA,NTBD2018,41.2674301,-73.0016906
196,PECONIC BAY MEDICAL CENTER BRENDAN VAN SLYKE,NY,11901,"http://maps.google.com/maps?q=1300 ROANOKE AVENUE,+RIVERHEAD,+NY+11901&hl=en","1300 ROANOKE AVENUE, RIVERHEAD, NY 11901",DEA,NTBD2018,40.934406,-72.673557
205,NORTH END FIRE STATION,NY,12144,"http://maps.google.com/maps?q=2 ST. FRANCIS PLACE,+RENSSELAER,+NY+12144&hl=en","2 ST. FRANCIS PLACE, RENSSELAER, NY 12144",DEA,NTBD2018,42.6599928,-73.7196243
206,RHODE ISLAND STATE POLICE,RI,2865,"http://maps.google.com/maps?q=1575 LOUISQUISSET PIKE,+LINCOLN,+RI+02865&hl=en","1575 LOUISQUISSET PIKE, LINCOLN, RI 02865",DEA,NTBD2018,41.888412,-71.440636
215,RUTLAND PD,MA,1543,"http://maps.google.com/maps?q=242 MAIN STREET,+RUTLAND,+MA+01543&hl=en","242 MAIN STREET, RUTLAND, MA 01543",DEA,NTBD2018,42.3770159,-71.9544246
226,SETAUKET FIRE HOUSE DAVE STONE,NY,11733,"http://maps.google.com/maps?q=394 NICOLLS ROAD,+EAST SETAUKET,+NY+11733&hl=en","394 NICOLLS ROAD, EAST SETAUKET, NY 11733",DEA,NTBD2018,40.8968929,-73.1132981
228,SHERMAN RESIDENT TROOPERS OFFICE,CT,6784,"https://www.google.com/maps/place/State+Police/@41.5794154,-73.500051,17z/data=!4m8!1m2!2m1!1sSHERMAN+RESIDENT+TROOPERS+OFFICE!3m4!1s0x0:0x74f6cdbb90d4d7a3!8m2!3d41.5798811!4d-73.4973932?hl=en","9 RT 38 NORTH, SHERMAN, CT 06784",DEA,NTBD2018,41.5794154,-73.500051
234,SOMERVILLE POLICE DEPARTMENT,MA,2143,"http://maps.google.com/maps?q=220 WASHINGTON ST.,+SOMERVILLE,+MA+02143&hl=en","220 WASHINGTON ST., SOMERVILLE, MA 02143",DEA,NTBD2018,42.3790106,-71.0923961
237,SOUTHAMPTON FIRE/TOWN HALL PARKING LOT,MA,1073,"http://maps.google.com/maps?q=210 COLLEGE HIGHWAY,+SOUTHAMPTON,+MA+01073&hl=en","210 COLLEGE HIGHWAY, SOUTHAMPTON, MA 01073",DEA,NTBD2018,42.2296293,-72.7303588
240,BRIDGEHAMPTON COMMONS,NY,11932,"http://maps.google.com/maps?q=2044 MONTAUK HWY,+BRIDGEHAMPTON,+NY+11932&hl=en","2044 MONTAUK HWY, BRIDGEHAMPTON, NY 11932",DEA,NTBD2018,40.9329075,-72.3168623
253,NARRAGANSETT REGIONAL MIDDLE SCHOOL,MA,1468,"http://maps.google.com/maps?q=464 BALDWINVILLE ROAD,+TEMPLETON,+MA+01468&hl=en","464 BALDWINVILLE ROAD, TEMPLETON, MA 01468",DEA,NTBD2018,42.5883306,-72.0763718
267,VERMONT STATE POLICE - WESTMINSTER BARRACKS,VT,5346,"http://maps.google.com/maps?q=1330 WESTMINSTER HIGHTS ROAD,+PUTNEY,+VT+05346&hl=en","1330 WESTMINSTER HIGHTS ROAD, PUTNEY, VT 05346",DEA,NTBD2018,43.0889124,-72.4550642
276,WATERTOWN POLICE DEPARTMENT,MA,2472,"http://maps.google.com/maps?q=552 MAIN STREET,+WATERTOWN,+MA+02472&hl=en","552 MAIN STREET, WATERTOWN, MA 02472",DEA,NTBD2018,42.3713292,-71.2006882
277,WATERVLIET POLICE DEPARTMENT,NY,12189,"http://maps.google.com/maps?q=2-15TH STREET,+WATERVLIET,+NY+12189&hl=en","2-15TH STREET, WATERVLIET, NY 12189",DEA,NTBD2018,42.7254406,-73.7002364
283,NORTHERN WESTCHESTER HOSPITAL MAIN LOBBY,NY,10549,"http://maps.google.com/maps?q=400 MAIN ST.,+MOUNT KISCO,+NY+10549&hl=en","400 MAIN ST., MOUNT KISCO, NY 10549",DEA,NTBD2018,41.1977275,-73.7246006
290,WILLAIMSBURG PHARMACY,MA,1096,"http://maps.google.com/maps?q=49 MAIN ST,+WILLIAMSBURG,+MA+01096&hl=en","49 MAIN ST, WILLIAMSBURG, MA 01096",DEA,NTBD2018,42.3903426,-72.7211833
295,BELLOWS FALLS POLICE DEPARTMENT,VT,5101,"http://maps.google.com/maps?q=170 ROCKINGHAM STREET,+BELLOWS FALLS,+VT+05101&hl=en","170 ROCKINGHAM STREET, BELLOWS FALLS, VT 05101",DEA,NTBD2018,43.1389929,-72.4535991
297,DOVER POLICE DEPARTMENT,VT,5356,"http://maps.google.com/maps?q=246 VT RT 100,+WEST DOVER,+VT+05356&hl=en","246 VT RT 100, WEST DOVER, VT 05356",DEA,NTBD2018,42.9778771,-72.877349
303,WEATHERSFIELD TRANSFER STATION WEATHERSFIELD POLICE DEPARTMENT,VT,5151,"http://maps.google.com/maps?q=5024 VT RT 106,+PERKINSVILLE,+VT+05151&hl=en","5024 VT RT 106, PERKINSVILLE, VT 05151",DEA,NTBD2018,43.410191,-72.5136179
317,NORTH BEVERLY CVS PARKING LOT,MA,1915,"http://maps.google.com/maps?q=19 DODGE ST,+BEVERLY,+MA+01915&hl=en","19 DODGE ST, BEVERLY, MA 01915",DEA,NTBD2018,42.5774649,-70.8894279
340,CITYHALL BOARD OF HEALTH,MA,2149,"http://maps.google.com/maps?q=BROADWAY,+EVERETT,+MA+02149&hl=en","BROADWAY, EVERETT, MA 02149",DEA,NTBD2018,42.4089574,-71.0537459
345,GRANTHAM POLICE DEPARTMENT,NH,3753,"http://maps.google.com/maps?q=300 ROUTE 10 SOUTH,+GRANTHAM,+NH+03753&hl=en","300 ROUTE 10 SOUTH, GRANTHAM, NH 03753",DEA,NTBD2018,43.5140114,-72.1480534
346,GROVELAND POLICE DEPARTMENT SGT. ERIC C. RYAN,MA,1834,"http://maps.google.com/maps?q=181 MAIN STREET,+GROVELAND,+MA+01834&hl=en","181 MAIN STREETSTATION LOBBY, GROVELAND, MA 01834",DEA,NTBD2018,42.7679332,-71.0243202
347,HAMPSTEAD POLICE DEPARTMENT,NH,3841,"http://maps.google.com/maps?q=30 VETERANS WAY,+HAMPSTEAD,+NH+03841&hl=en","30 VETERANS WAY, HAMPSTEAD, NH 03841",DEA,NTBD2018,42.872025,-71.1817214
360,ELLIOT AT RIVER'S EDGE PHARMACY PARKING LOT,NH,3103,"http://maps.google.com/maps?q=185 QUEEN CITY AVENUE,+MANCHESTER,+NH+03103&hl=en","185 QUEEN CITY AVENUE, MANCHESTER, NH 03103",DEA,NTBD2018,42.9743441,-71.4684319
374,PLAINFIELD POLICE DEPARTMENT,NH,3770,"http://maps.google.com/maps?q=110 MAIN STREET,+MERIDEN,+NH+03770&hl=en","110 MAIN STREET, MERIDEN, NH 03770",DEA,NTBD2018,43.5471655,-72.2597615
381,RICHMOND POLICE,RI,2898,"http://maps.google.com/maps?q=1168 MAIN STREET,+WYOMING,+RI+02898&hl=en","1168 MAIN STREET, WYOMING, RI 02898",DEA,NTBD2018,41.514859,-71.699016
388,CVS PHARMACY,MA,2726,"http://maps.google.com/maps?q=1587 BRAYTON POINT ROAD,+SOMERSET,+MA+02726&hl=en","1587 BRAYTON POINT ROAD, SOMERSET, MA 02726",DEA,NTBD2018,41.7316646,-71.1729334
396,VERMONT STATE POLICE - ROYALTON BARRACKS,VT,5032,"http://maps.google.com/maps?q=2011 VT RT 107,+BETHEL,+VT+05032&hl=en","2011 VT RT 107, BETHEL, VT 05032",DEA,NTBD2018,43.8230273,-72.6046478
398,WALGREENS PHARMACY,MA,1880,"http://maps.google.com/maps?q=572 MAIN ST,+WAKEFIELD,+MA+01880&hl=en","572 MAIN ST, WAKEFIELD, MA 01880",DEA,NTBD2018,42.498662,-71.068289
399,WARREN COUNTY SHERIFF'S OFFICE,NY,12845,"http://maps.google.com/maps?q=1400 STATE ROUTE 9,+LAKE GEORGE,+NY+12845&hl=en","1400 STATE ROUTE 9, LAKE GEORGE, NY 12845",DEA,NTBD2018,43.3615425,-73.6993393
404,WILMINGTON PUBLIC SAFETY BUILDING,MA,1887,"http://maps.google.com/maps?q=1ADELAIDE ST,+WILMINGTON,+MA+01887&hl=en","1ADELAIDE ST, WILMINGTON, MA 01887",DEA,NTBD2018,42.5503688,-71.1709375
418,ROSE BAKER SENIOR CENTER PARKING LOT,MA,1930,"http://maps.google.com/maps?q=6 MANUEL LEWIS STREET,+GLOUCESTER,+MA+01930&hl=en","6 MANUEL LEWIS STREET, GLOUCESTER, MA 01930",DEA,NTBD2018,42.6137633,-70.6589475
432,SEABROOK POLICE DEPARTMENT,NH,3874,"http://maps.google.com/maps?q=7 LIBERTY LANE,+SEABROOK,+NH+03874&hl=en","7 LIBERTY LANE, SEABROOK, NH 03874",DEA,NTBD2018,42.884075,-70.8610106
435,BARNSTABLE POLICE DEPARTMENT,MA,2601,"http://maps.google.com/maps?q=1200 PHINNEY'S LANE,+HYANNIS,+MA+02601&hl=en","1200 PHINNEY'S LANEPO BOX B, HYANNIS, MA 02601",DEA,NTBD2018,41.6752385,-70.3123421
436,BARRINGTON POLICE DEPARTMENT,NH,3825,"http://maps.google.com/maps?q=774 FRANKLIN PIERCE HWY,+BARRINGTON,+NH+03825&hl=en","774 FRANKLIN PIERCE HWY, BARRINGTON, NH 03825",DEA,NTBD2018,43.2151553,-71.0124674
442,EASTHAM POLICE DEPARTMENT,MA,2642,"http://maps.google.com/maps?q=2550 STATE HWY,+EASTHAM,+MA+02642&hl=en","2550 STATE HWY, EASTHAM, MA 02642",DEA,NTBD2018,41.8308692,-69.9732288
445,FARMINGTON POLICE DEPARTMENT,NH,3835,"http://maps.google.com/maps?q=160 MAIN ST,+FARMINGTON,+NH+03835&hl=en","160 MAIN ST, FARMINGTON, NH 03835",DEA,NTBD2018,43.3992172,-71.0734193
464,SOMERSWORTH POLICE DEPT.,NH,3878,"http://maps.google.com/maps?q=12 LILAC LANE,+SOMERSWORTH,+NH+03878&hl=en","12 LILAC LANE, SOMERSWORTH, NH 03878",DEA,NTBD2018,43.2456866,-70.8874772
468,UNH POLICE DEPARTMENT,NH,3824,"http://maps.google.com/maps?q=18 WATERWORKS RD,+DURHAM,+NH+03824&hl=en","18 WATERWORKS RD, DURHAM, NH 03824",DEA,NTBD2018,43.1335341,-70.9388643
472,WESTPORT POLICE SUB-STATION,MA,2790,"http://maps.google.com/maps?q=596 STATE RD,+WESTPORT,+MA+02790&hl=en","596 STATE RD, WESTPORT, MA 02790",DEA,NTBD2018,41.6609447,-71.0836572
473,WESTPORT POLICE DEPARTMENT SUB STATION,MA,2790,"http://maps.google.com/maps?q=596 STATE ROAD,+WESTPORT,+MA+02790&hl=en","596 STATE ROAD, WESTPORT, MA 02790",DEA,NTBD2018,41.6609447,-71.0836572
484,CVS PHARMACY,NH,3249,"http://maps.google.com/maps?q=1371 LAKESHORE ROAD,+GILFORD,+NH+03249&hl=en","1371 LAKESHORE ROAD, GILFORD, NH 03249",DEA,NTBD2018,43.5622044,-71.4479942
490,NEW HAMPTON POLICE DEPARTMENT,NH,3256,"http://maps.google.com/maps?q=24 INTERVALE DR,+NEW HAMPTON,+NH+03256&hl=en","24 INTERVALE DR, NEW HAMPTON, NH 03256",DEA,NTBD2018,43.6074417,-71.6583962
508,RAYMOND FIRE DEPARTMENT OPERATED BY CUMBERLAND COUNTY SHERIFF'S OFFICE,ME,4071,"http://maps.google.com/maps?q=1443,+RAYMOND,+ME+04071&hl=en","1443ROOSEVELT TRAIL, RAYMOND, ME 04071",DEA,NTBD2018,43.903425,-70.479695
509,STANDISH TOWN HALL OPERATED BY CUMBERLAND COUNTY SHERIFF'S OFFICE,ME,4084,"http://maps.google.com/maps?q=175 NORTH EAST ROAD,+STANDISH,+ME+04084&hl=en","175 NORTH EAST ROAD, STANDISH, ME 04084",DEA,NTBD2018,43.7446454,-70.5404301
517,LAMOILLE COUNTY SHERIFFS DEPT,VT,5655,"http://maps.google.com/maps?q=162 COMMONWEALTH AVE,+HYDE PARK,+VT+05655&hl=en","162 COMMONWEALTH AVE, HYDE PARK, VT 05655",DEA,NTBD2018,44.5931687,-72.61741
522,LITTLETON POLICE DEPARTMENT,NH,3561,"http://maps.google.com/maps?q=2 KITTRIDGE LANE,+LITTLETON,+NH+03561&hl=en","2 KITTRIDGE LANE, LITTLETON, NH 03561",DEA,NTBD2018,44.3127434,-71.7893866
523,MADISON POLICE DEPARTMENT,NH,3849,"http://maps.google.com/maps?q=1923 VILLAGE ROAD,+MADISON,+NH+03849&hl=en","1923 VILLAGE ROAD, MADISON, NH 03849",DEA,NTBD2018,43.8973228,-71.155858
529,KINNEY DRUGS,VT,5060,"http://maps.google.com/maps?q=151 VT-12,+RANDOLPH,+VT+05060&hl=en","151 VT-12, RANDOLPH, VT 05060",DEA,NTBD2018,43.9120554,-72.6632239
531,ORANGE COUNTY SHERIFF'S DEPARTMENT,VT,5038,"http://maps.google.com/maps?q=11 VT ROUTE 113,+CHELSEA,+VT+05038&hl=en","11 VT ROUTE 113, CHELSEA, VT 05038",DEA,NTBD2018,43.988499,-72.4458006
543,THETFORD RECYCLING CENTER 8:30 AM - NOON,VT,5075,"http://maps.google.com/maps?q=4706 VT ROUTE 113,+THETFORD CENTER,+VT+05075&hl=en","4706 VT ROUTE 113, THETFORD CENTER, VT 05075",DEA,NTBD2018,43.8425128,-72.2480022
546,KINNEY DRUGS PHARMACY BERLIN POLICE DEPARTMENT,VT,5641,"http://maps.google.com/maps?q=800 US ROUTE 302,+BARRE,+VT+05641&hl=en","800 US ROUTE 302, BARRE, VT 05641",DEA,NTBD2018,44.1693491,-72.4606817
549,VERMONT STATE POLICE - MIDDLESEX BARRACKS,VT,5602,"http://maps.google.com/maps?q=1080 US ROUTE 2,+MIDDLESEX,+VT+05602&hl=en","1080 US ROUTE 2, MIDDLESEX, VT 05602",DEA,NTBD2018,44.300882,-72.6907291
551,TOWN OF WATERVILLE VALLEY POLICE DEPARTMENT,NH,3215,"http://maps.google.com/maps?q=14 TAC LN,+WATERVILLE VALLEY,+NH+03215&hl=en","14 TAC LN, WATERVILLE VALLEY, NH 03215",DEA,NTBD2018,43.9449901,-71.5101479
556,HANNAFORD SUPERMARKET OPERATED BY YORK COUNTY SHERIFF'S OFFICE,ME,4087,"http://maps.google.com/maps?q=20 SOKOKIS TRAIL,+WATERBORO,+ME+04087&hl=en","20 SOKOKIS TRAIL, WATERBORO, ME 04087",DEA,NTBD2018,43.5714133,-70.684193
561,AUGUSTA POLICE DEPARTMENT,ME,4330,"http://maps.google.com/maps?q=33 UNION STREET,+AUGUSTA,+ME+04330&hl=en","33 UNION STREETSUITE #1, AUGUSTA, ME 04330",DEA,NTBD2018,42.1736622,-70.9499896
568,DIXFIELD POLICE DEPARTMENT,ME,4224,"http://maps.google.com/maps?q=236 MAIN STREET,+DIXFIELD,+ME+04224&hl=en","236 MAIN STREET, DIXFIELD, ME 04224",DEA,NTBD2018,44.5307467,-70.4547589
571,FAIRFIELD POLICE DEPARTMENT,ME,4937,"http://maps.google.com/maps?q=1 POLICE PLAZA,+FAIRFIELD,+ME+04937&hl=en","1 POLICE PLAZA, FAIRFIELD, ME 04937",DEA,NTBD2018,44.5858566,-69.5948667
572,FALMOUTH POLICE DEPARTMENT,ME,4105,"http://maps.google.com/maps?q=2 MARSHALL DRIVE,+FALMOUTH,+ME+04105&hl=en","2 MARSHALL DRIVE, FALMOUTH, ME 04105",DEA,NTBD2018,43.7354642,-70.245726
577,SOUTH HERO RESCUE BUILDING,VT,5486,"http://maps.google.com/maps?q=329 US RT 2,+SOUTH HERO,+VT+05486&hl=en","329 US RT 2, SOUTH HERO, VT 05486",DEA,NTBD2018,44.6452476,-73.3056829
587,LISBON POLICE DEPARTMENT,ME,4250,"http://maps.google.com/maps?q=300 LISBON ST,+LISBON,+ME+04250&hl=en","300 LISBON ST, LISBON, ME 04250",DEA,NTBD2018,44.0251708,-70.0994617
603,SOMERSET COUNTY SHERIFF'S OFFICE JACKMAN DIVISION,ME,4945,"http://maps.google.com/maps?q=HEALD STREAM ROAD,+JACKMAN,+ME+04945&hl=en","HEALD STREAM ROAD, JACKMAN, ME 04945",DEA,NTBD2018,45.6410013,-70.2515624
615,WINTHROP POLICE DEPARTMENT,ME,4364,"http://maps.google.com/maps?q=15 TOWN HALL LANE,+WINTHROP,+ME+04364&hl=en","15 TOWN HALL LANE, WINTHROP, ME 04364",DEA,NTBD2018,44.3063066,-69.9697512
634,SHEEPSCOT VALLEY HEALTH CENTER OPERATED BY LINCOLN COUNTY SHERIFF'S OFFICE,ME,4341,"http://maps.google.com/maps?q=47 MAIN ST,+COOPERS MILLS,+ME+04341&hl=en","47 MAIN ST, COOPERS MILLS, ME 04341",DEA,NTBD2018,44.255454,-69.5462673
638,WALGREENS PHARMACY PARKING LOT - OPERATED BY PORTLAND PD,ME,4101,"http://maps.google.com/maps?q=340 ALLEN AVENUE,+PORTLAND,+ME+04101&hl=en","340 ALLEN AVENUE, PORTLAND, ME 04101",DEA,NTBD2018,43.699508,-70.28892
641,ROCKLAND POLICE DEPARTMENT,ME,4841,"http://maps.google.com/maps?q=1 POLICE PLAZA,+ROCKLAND,+ME+04841&hl=en","1 POLICE PLAZA, ROCKLAND, ME 04841",DEA,NTBD2018,44.101953,-69.1078849
643,SEARSPORT POLICE DEPARTMENT DAN RICH PUBLIC SAFETY BUILDING,ME,4974,"http://maps.google.com/maps?q=P O  BOX 499,+SEARSPORT,+ME+04974&hl=en","P O  BOX 4993 UNION STREET, SEARSPORT, ME 04974",DEA,NTBD2018,44.4607243,-68.9204718
645,LOWE'S HOME CENTER OPERATED BY THOMASTON PD,ME,4861,"http://maps.google.com/maps?q=164 NEW COUNTY ROAD,+THOMASTON,+ME+04861&hl=en","164 NEW COUNTY ROAD, THOMASTON, ME 04861",DEA,NTBD2018,44.0959748,-69.1331051
658,BAR HARBOR POLICE DEPARTMENT,ME,4609,"http://maps.google.com/maps?q=37 FIREFLY LANE,+BAR HARBOR,+ME+04609&hl=en","37 FIREFLY LANE, BAR HARBOR, ME 04609",DEA,NTBD2018,44.3882022,-68.2055941
