name,CollectionSite,Address 1,City,state,postal,googleMapsUrl,address,source,source_date
MARION COUNTY SHERIFF'S OFFICE,MARION COUNTY SHERIFF'S OFFICE CENTRAL OPERATIONS,692 NW 30TH AVE,OCALA,FL,34475,"http://maps.google.com/maps?q=692 NW 30TH AVE,+OCALA,+FL+34475&hl=en","692 NW 30TH AVE, OCALA, FL 34475",DEA,NTBD_2018_OCT
OCALA POLICE DEPARTMENT,OCALA POLICE DEPARTMENT FRONT ATRIUM,402 SOUTH PINE AVENUE,OCALA,FL,34471,"http://maps.google.com/maps?q=402 SOUTH PINE AVENUE,+OCALA,+FL+34471&hl=en","402 SOUTH PINE AVENUE, OCALA, FL 34471",DEA,NTBD_2018_OCT
ST. AUGUSTINE POLICE DEPARTMENT,ST AUGUSTINE POLICE DEPARTMENT,151 KING ST,SAINT AUGUSTINE,FL,32084,"http://maps.google.com/maps?q=151 KING ST,+SAINT AUGUSTINE,+FL+32084&hl=en","151 KING ST, SAINT AUGUSTINE, FL 32084",DEA,NTBD_2018_OCT
VOLUSIA COUNTY SHERIFF'S OFFICE,VOLUSIA SHERIFF'S DIST 3 NORTH OFFICE,"1435 US HWY 1, SUITE D-3",ORMOND BEACH,FL,32174,"http://maps.google.com/maps?q=1435 US HWY 1, SUITE D-3,+ORMOND BEACH,+FL+32174&hl=en","1435 US HWY 1, SUITE D-3, ORMOND BEACH, FL 32174",DEA,NTBD_2018_OCT
WAKULLA COUNTY SHERIFFS OFFICE,WAKULLA COUNTY SHERIFF'S OFFICE ANNEX OUTSIDE FRONT DOOR,16 OAK STREET,CRAWFORDVILLE,FL,32327,"http://maps.google.com/maps?q=16 OAK STREET,+CRAWFORDVILLE,+FL+32327&hl=en","16 OAK STREET, CRAWFORDVILLE, FL 32327",DEA,NTBD_2018_OCT
WILLISTON POLICE DEPARTMENT,WILLISTON POLICE DEPARTMENT,5 SOUTHWEST 1ST AVENUE,WILLISTON,FL,32696,"http://maps.google.com/maps?q=5 SOUTHWEST 1ST AVENUE,+WILLISTON,+FL+32696&hl=en","5 SOUTHWEST 1ST AVENUE, WILLISTON, FL 32696",DEA,NTBD_2018_OCT
CALHOUN CO SHERIFF'S OFFICE,CALHOUN COUNTY SHERIFF'S OFFICE,20838 NE WC REEDER DRIVE,BLOUNTSTOWN,FL,32424,"http://maps.google.com/maps?q=20838 NE WC REEDER DRIVE,+BLOUNTSTOWN,+FL+32424&hl=en","20838 NE WC REEDER DRIVE, BLOUNTSTOWN, FL 32424",DEA,NTBD_2018_OCT
CRESTVIEW POLICE DEPARTMENT,WALGREEN'S,2350 S. FERDON BLVD.,CRESTVIEW,FL,32536,"http://maps.google.com/maps?q=2350 S. FERDON BLVD.,+CRESTVIEW,+FL+32536&hl=en","2350 S. FERDON BLVD., CRESTVIEW, FL 32536",DEA,NTBD_2018_OCT
WALTON COUNTY SHERIFF OFFICE,WALTON COUNTY SHERIFF OFFICE,752 TRIPLE G ROAD,DEFUNIAK SPRINGS,FL,32433,"http://maps.google.com/maps?q=752 TRIPLE G ROAD,+DEFUNIAK SPRINGS,+FL+32433&hl=en","752 TRIPLE G ROAD, DEFUNIAK SPRINGS, FL 32433",DEA,NTBD_2018_OCT
ALTAMONTE SPRINGS POLICE DEPARTMENT,ALTAMONTE SPRINGS POLICE DEPARTMENT,451 EAST ALTAMONTE DRIVE,ALTAMONTE SPRINGS,FL,32701,"http://maps.google.com/maps?q=451 EAST ALTAMONTE DRIVE,+ALTAMONTE SPRINGS,+FL+32701&hl=en","451 EAST ALTAMONTE DRIVE, ALTAMONTE SPRINGS, FL 32701",DEA,NTBD_2018_OCT
AUBURNDALE POLICE DEPARTMENT,AUBURNDALE PD,2 BOBBY GREEN PLAZA,AUBURNDALE,FL,33823,"http://maps.google.com/maps?q=2 BOBBY GREEN PLAZA,+AUBURNDALE,+FL+33823&hl=en","2 BOBBY GREEN PLAZA, AUBURNDALE, FL 33823",DEA,NTBD_2018_OCT
BARTOW POLICE DEPARTMENT,BARTOW POLICE DEPARTMENT,450 NORTH BROADWAY AVENUE450 NORTH BROADWAY AVENUE,BARTOW,FL,33830,"http://maps.google.com/maps?q=450 NORTH BROADWAY AVENUE,+BARTOW,+FL+33830&hl=en","450 NORTH BROADWAY AVENUE450 NORTH BROADWAY AVENUE, BARTOW, FL 33830",DEA,NTBD_2018_OCT
BELLE ISLE POLICE DEPARTMENT,BELLE ISLE POLICE DEPARTMENT,1521 NELA AVE,BELLE ISLE,FL,32809,"http://maps.google.com/maps?q=1521 NELA AVE,+BELLE ISLE,+FL+32809&hl=en","1521 NELA AVE, BELLE ISLE, FL 32809",DEA,NTBD_2018_OCT
BREVARD COUNTY SHERIFF'S OFFICE,HOBBS PHARMACY,133 N BANANA RIVER DRIVE,MERRITT ISLAND,FL,32952,"http://maps.google.com/maps?q=133 N BANANA RIVER DRIVE,+MERRITT ISLAND,+FL+32952&hl=en","133 N BANANA RIVER DRIVE, MERRITT ISLAND, FL 32952",DEA,NTBD_2018_OCT
CASSELBERRY POLICE DEPARTMENT,CASSELBERRY POLICE DEPARTMENT 407-262-7616 X 1054,4195 S. US HWY 17-92,CASSELBERRY,FL,32707,"http://maps.google.com/maps?q=4195 S. US HWY 17-92,+CASSELBERRY,+FL+32707&hl=en","4195 S. US HWY 17-92, CASSELBERRY, FL 32707",DEA,NTBD_2018_OCT
CITY OF DELAND POLICE DEPARTMENT,DELAND POLICE DEPARTMENT,219 W. HOWRY AVE.,DELAND,FL,32720,"http://maps.google.com/maps?q=219 W. HOWRY AVE.,+DELAND,+FL+32720&hl=en","219 W. HOWRY AVE., DELAND, FL 32720",DEA,NTBD_2018_OCT
CITY OF INDIAN HARBOUR BEACH POLICE DEPARTMENT,CITY OF INDIAN HARBOUR BEACH CITY HALL,2055 SOUTH PATRICK DR,INDIAN HARBOUR BEACH,FL,32937,"http://maps.google.com/maps?q=2055 SOUTH PATRICK DR,+INDIAN HARBOUR BEACH,+FL+32937&hl=en","2055 SOUTH PATRICK DR, INDIAN HARBOUR BEACH, FL 32937",DEA,NTBD_2018_OCT
CLEARWATER POLICE DEPARTMENT,COUNTRYSIDE MALL,27001 US HWY 19 N,CLEARWATER,FL,33761,"http://maps.google.com/maps?q=27001 US HWY 19 N,+CLEARWATER,+FL+33761&hl=en","27001 US HWY 19 N, CLEARWATER, FL 33761",DEA,NTBD_2018_OCT
CLERMONT POLICE DEPARTMENT,WALMART,1450 JOHNS LAKE RD,CLERMONT,FL,34711,"http://maps.google.com/maps?q=1450 JOHNS LAKE RD,+CLERMONT,+FL+34711&hl=en","1450 JOHNS LAKE RD, CLERMONT, FL 34711",DEA,NTBD_2018_OCT
COCOA BEACH POLICE DEPARTMENT,CAPE CANAVERAL HOSPITAL MAIN ENTRANCE OF MEDICAL PLAZA,701 W COCOA BEACH CSWY,COCOA BEACH,FL,32931,"http://maps.google.com/maps?q=701 W COCOA BEACH CSWY,+COCOA BEACH,+FL+32931&hl=en","701 W COCOA BEACH CSWY, COCOA BEACH, FL 32931",DEA,NTBD_2018_OCT
COCOA POLICE DEPARTMENT,COCOA POLICE DEPARTMENT,1226 W KING ST,COCOA,FL,32922,"http://maps.google.com/maps?q=1226 W KING ST,+COCOA,+FL+32922&hl=en","1226 W KING ST, COCOA, FL 32922",DEA,NTBD_2018_OCT
DUNNELLON POLICE DEPARTMENT,DUNNELLON POLICE DEPARTMENT LOBBY,12014 S WILLIAMS ST,DUNNELLON,FL,34432,"http://maps.google.com/maps?q=12014 S WILLIAMS ST,+DUNNELLON,+FL+34432&hl=en","12014 S WILLIAMS ST, DUNNELLON, FL 34432",DEA,NTBD_2018_OCT
EDGEWATER POLICE DEPARTMENT,EDGEWATER POLICE DEPARTMENT,135 E. PARK AVE.,EDGEWATER,FL,32132,"http://maps.google.com/maps?q=135 E. PARK AVE.,+EDGEWATER,+FL+32132&hl=en","135 E. PARK AVE., EDGEWATER, FL 32132",DEA,NTBD_2018_OCT
EDGEWOOD POLICE DEPARTMENT,EDGEWOOD POLICE DEPARTMENT,5565 S. ORANGE AVE,ORLANDO,FL,32809,"http://maps.google.com/maps?q=5565 S. ORANGE AVE,+ORLANDO,+FL+32809&hl=en","5565 S. ORANGE AVE, ORLANDO, FL 32809",DEA,NTBD_2018_OCT
HAINES CITY POLICE DEPARTMENT,HAINES CITY POLICE DEPARTMENT,35400 HIGHWAY 27,HAINES CITY,FL,33844,"http://maps.google.com/maps?q=35400 HIGHWAY 27,+HAINES CITY,+FL+33844&hl=en","35400 HIGHWAY 27, HAINES CITY, FL 33844",DEA,NTBD_2018_OCT
HILLSBOROUGH COUNTY SHERIFF'S OFFICE,CVS,2109 STATE ROAD 60 E,VALRICO,FL,33594,"http://maps.google.com/maps?q=2109 STATE ROAD 60 E,+VALRICO,+FL+33594&hl=en","2109 STATE ROAD 60 E, VALRICO, FL 33594",DEA,NTBD_2018_OCT
HILLSBOROUGH COUNTY SHERIFF'S OFFICE,WALGREENS,8398 SHELDON RD,TAMPA,FL,33615,"http://maps.google.com/maps?q=8398 SHELDON RD,+TAMPA,+FL+33615&hl=en","8398 SHELDON RD, TAMPA, FL 33615",DEA,NTBD_2018_OCT
LAKE ALFRED P.D.,LAKE ALFRED PD,190 N. SEMINOLE AV,LAKE ALFRED,FL,33850,"http://maps.google.com/maps?q=190 N. SEMINOLE AV,+LAKE ALFRED,+FL+33850&hl=en","190 N. SEMINOLE AV, LAKE ALFRED, FL 33850",DEA,NTBD_2018_OCT
LAKE HAMILTON POLICE DEPARTMENT,LAKE HAMILTON TOWN HALL,100 SMITH AVENUE,LAKE HAMILTON,FL,33851,"http://maps.google.com/maps?q=100 SMITH AVENUE,+LAKE HAMILTON,+FL+33851&hl=en","100 SMITH AVENUE, LAKE HAMILTON, FL 33851",DEA,NTBD_2018_OCT
LAKE MARY POLICE DEPARTMENT,LAKE MARY POLICE DEPT,165 E CRYSTAL LAKE AVE,LAKE MARY,FL,32746,"http://maps.google.com/maps?q=165 E CRYSTAL LAKE AVE,+LAKE MARY,+FL+32746&hl=en","165 E CRYSTAL LAKE AVE, LAKE MARY, FL 32746",DEA,NTBD_2018_OCT
LAKE WALES POLICE DEPARTMENT,LAKE WALES POLICE DEPARTMENT,133 E. TILLMAN AVENUE,LAKE WALES,FL,33853,"http://maps.google.com/maps?q=133 E. TILLMAN AVENUE,+LAKE WALES,+FL+33853&hl=en","133 E. TILLMAN AVENUE, LAKE WALES, FL 33853",DEA,NTBD_2018_OCT
LAKELAND POLICE DEPARTMENT,LAKELAND POLICE DEPARTMENT (813)625-5942,219 NORTH MASSACHUSETTS AVENUE,LAKELAND,FL,33801,"http://maps.google.com/maps?q=219 NORTH MASSACHUSETTS AVENUE,+LAKELAND,+FL+33801&hl=en","219 NORTH MASSACHUSETTS AVENUE, LAKELAND, FL 33801",DEA,NTBD_2018_OCT
LONGWOOD POLICE DEPARTMENT,LONGWOOD POLICE DEPARTMENT LOBBY,235 W. CHURCH AVE,LONGWOOD,FL,32750,"http://maps.google.com/maps?q=235 W. CHURCH AVE,+LONGWOOD,+FL+32750&hl=en","235 W. CHURCH AVE, LONGWOOD, FL 32750",DEA,NTBD_2018_OCT
MAITLAND POLICE DEPARTMENT,CITY OF MAITLAND CITY HALL,1776 INDEPENDENCE LANE,MAITLAND,FL,32751,"http://maps.google.com/maps?q=1776 INDEPENDENCE LANE,+MAITLAND,+FL+32751&hl=en","1776 INDEPENDENCE LANE, MAITLAND, FL 32751",DEA,NTBD_2018_OCT
MAITLAND POLICE DEPARTMENT,MAITLAND POLICE DEPARTMENT,1837 FENNELL STREET,MAITLAND,FL,32751,"http://maps.google.com/maps?q=1837 FENNELL STREET,+MAITLAND,+FL+32751&hl=en","1837 FENNELL STREET, MAITLAND, FL 32751",DEA,NTBD_2018_OCT
MASCOTTE POLICE DEPARTMENT,MASCOTTE POLICE DEPARTMENT LOBBY,529 E MYERS BLVD,MASCOTTE,FL,34753,"http://maps.google.com/maps?q=529 E MYERS BLVD,+MASCOTTE,+FL+34753&hl=en","529 E MYERS BLVD, MASCOTTE, FL 34753",DEA,NTBD_2018_OCT
MELBOURNE POLICE DEPARTMENT,MELBOURNE POLICE DEPARTMENT HEADQUARTERS FACILITY,650 N. APOLLO BLVD.,MELBOURNE,FL,32935,"http://maps.google.com/maps?q=650 N. APOLLO BLVD.,+MELBOURNE,+FL+32935&hl=en","650 N. APOLLO BLVD., MELBOURNE, FL 32935",DEA,NTBD_2018_OCT
NEW SMYRNA BEACH POLICE DEPARTMENT,NEW SMYRNA BEACH POLICE DEPARTMENT,246 INDUSTRIAL PARK AVENUE,NEW SMYRNA BEACH,FL,32168,"http://maps.google.com/maps?q=246 INDUSTRIAL PARK AVENUE,+NEW SMYRNA BEACH,+FL+32168&hl=en","246 INDUSTRIAL PARK AVENUE, NEW SMYRNA BEACH, FL 32168",DEA,NTBD_2018_OCT
OCOEE PD,OCOEE POLICE DEPARTMENT,646 OCOEE COMMERCE PARKWAY,OCOEE,FL,34761,"http://maps.google.com/maps?q=646 OCOEE COMMERCE PARKWAY,+OCOEE,+FL+34761&hl=en","646 OCOEE COMMERCE PARKWAY, OCOEE, FL 34761",DEA,NTBD_2018_OCT
ORANGE CITY POLICE DEPARTMENT,ORANGE CITY POLICE DEPARTMENT,207 NORTH HOLLY AVE,ORANGE CITY,FL,32763,"http://maps.google.com/maps?q=207 NORTH HOLLY AVE,+ORANGE CITY,+FL+32763&hl=en","207 NORTH HOLLY AVE, ORANGE CITY, FL 32763",DEA,NTBD_2018_OCT
ORLANDO POLICE DEPARTMENT,CVS PHARMACY,3502 EDGEWATER DRIVE,ORLANDO,FL,32804,"http://maps.google.com/maps?q=3502 EDGEWATER DRIVE,+ORLANDO,+FL+32804&hl=en","3502 EDGEWATER DRIVE, ORLANDO, FL 32804",DEA,NTBD_2018_OCT
ORLANDO POLICE DEPARTMENT,CVS PHARMACY,4315 CURRY FORD ROAD,ORLANDO,FL,32806,"http://maps.google.com/maps?q=4315 CURRY FORD ROAD,+ORLANDO,+FL+32806&hl=en","4315 CURRY FORD ROAD, ORLANDO, FL 32806",DEA,NTBD_2018_OCT
ORLANDO POLICE DEPARTMENT,CVS PHARMACY,5886 CONROY ROAD,ORLANDO,FL,32835,"http://maps.google.com/maps?q=5886 CONROY ROAD,+ORLANDO,+FL+32835&hl=en","5886 CONROY ROAD, ORLANDO, FL 32835",DEA,NTBD_2018_OCT
OSCEOLA COUNTY SHERIFF'S OFFICE,BOGGY CREEK MARKETPLACE (STORE #1502) PHARMACY: (407) 348-7686,2625 SIMPSON RD,KISSIMMEE,FL,34744,"http://maps.google.com/maps?q=2625 SIMPSON RD,+KISSIMMEE,+FL+34744&hl=en","2625 SIMPSON RD, KISSIMMEE, FL 34744",DEA,NTBD_2018_OCT
OSCEOLA COUNTY SHERIFF'S OFFICE,PLEASANT HILL COMMONS (STORE #01179) PHARMACY: (407) 932-2605,3343 S ORANGE BLOSSOM TRL,KISSIMMEE,FL,34746,"http://maps.google.com/maps?q=3343 S ORANGE BLOSSOM TRL,+KISSIMMEE,+FL+34746&hl=en","3343 S ORANGE BLOSSOM TRL, KISSIMMEE, FL 34746",DEA,NTBD_2018_OCT
OSCEOLA COUNTY SHERIFF'S OFFICE,PUBLIX CENTER OF ST. CLOUD (STORE #00235) PHARMACY: (407) 498-3133,4401 13TH ST,SAINT CLOUD,FL,34769,"http://maps.google.com/maps?q=4401 13TH ST,+SAINT CLOUD,+FL+34769&hl=en","4401 13TH ST, SAINT CLOUD, FL 34769",DEA,NTBD_2018_OCT
OSCEOLA COUNTY SHERIFF'S OFFICE,THE PROMENADE (STORE #00758) PHARMACY: (321) 697-0009,841 CYPRESS PKWY,POINCIANA,FL,34759,"http://maps.google.com/maps?q=841 CYPRESS PKWY,+POINCIANA,+FL+34759&hl=en","841 CYPRESS PKWY, POINCIANA, FL 34759",DEA,NTBD_2018_OCT
OVIEDO POLICE DEPARTMENT,OVIEDO POLICE DEPARTMENT,300 ALEXANDRIA BLVD,OVIEDO,FL,32765,"http://maps.google.com/maps?q=300 ALEXANDRIA BLVD,+OVIEDO,+FL+32765&hl=en","300 ALEXANDRIA BLVD, OVIEDO, FL 32765",DEA,NTBD_2018_OCT
PASCO SHERIFF'S OFFICE,GULF VIEW SQUARE MALL OVERFLOW PARKING AREA,9409 US HIGHWAY 19,PORT RICHEY,FL,34668,"http://maps.google.com/maps?q=9409 US HIGHWAY 19,+PORT RICHEY,+FL+34668&hl=en","9409 US HIGHWAY 19, PORT RICHEY, FL 34668",DEA,NTBD_2018_OCT
PASCO SHERIFF'S OFFICE,THE SHOPS AT WIREGRASS IST FLOOR PARKING GARAGE,28211 PASEO DR,WESLEY CHAPEL,FL,33543,"http://maps.google.com/maps?q=28211 PASEO DR,+WESLEY CHAPEL,+FL+33543&hl=en","28211 PASEO DR, WESLEY CHAPEL, FL 33543",DEA,NTBD_2018_OCT
PLANT CITY POLICE DEPARTMENT,CVS PHARMACY,2302 JAMES L REDMAN PKWY,PLANT CITY,FL,33563,"http://maps.google.com/maps?q=2302 JAMES L REDMAN PKWY,+PLANT CITY,+FL+33563&hl=en","2302 JAMES L REDMAN PKWY, PLANT CITY, FL 33563",DEA,NTBD_2018_OCT
PORT ORANGE POLICE DEPARTMENT,PORT ORANGE POLICE DEPARTMENT,4545 CLYDE MORRIS BLVD,PORT ORANGE,FL,32129,"http://maps.google.com/maps?q=4545 CLYDE MORRIS BLVD,+PORT ORANGE,+FL+32129&hl=en","4545 CLYDE MORRIS BLVD, PORT ORANGE, FL 32129",DEA,NTBD_2018_OCT
ROCKLEDGE POLICE DEPT,ROCKLEGCE POLICE DEPARTMENT,1776 JACK OATES BLVD,ROCKLEDGE,FL,32955,"http://maps.google.com/maps?q=1776 JACK OATES BLVD,+ROCKLEDGE,+FL+32955&hl=en","1776 JACK OATES BLVD, ROCKLEDGE, FL 32955",DEA,NTBD_2018_OCT
SANFORD POLICE DEPARTMENT,SANFORD POLICE DEPARTMENT,815 HISTORIC GOLDSBORO BLVD.,SANFORD,FL,32771,"http://maps.google.com/maps?q=815 HISTORIC GOLDSBORO BLVD.,+SANFORD,+FL+32771&hl=en","815 HISTORIC GOLDSBORO BLVD., SANFORD, FL 32771",DEA,NTBD_2018_OCT
SEMINOLE COUNTY SHERIFF'S OFFICE,SEMINOLE COUNTY SHERIFF'S OFFICE - MAIN OFFICE,100 ESLINGER WAY,SANFORD,FL,32773,"http://maps.google.com/maps?q=100 ESLINGER WAY,+SANFORD,+FL+32773&hl=en","100 ESLINGER WAY, SANFORD, FL 32773",DEA,NTBD_2018_OCT
SEMINOLE COUNTY SHERIFF'S OFFICE,SEMINOLE COUNTY SHERIFF'S OFFICE EAST REGION,1225 E BROADWAY STR,OVIEDO,FL,32765,"http://maps.google.com/maps?q=1225 E BROADWAY STR,+OVIEDO,+FL+32765&hl=en","1225 E BROADWAY STR, OVIEDO, FL 32765",DEA,NTBD_2018_OCT
SEMINOLE COUNTY SHERIFF'S OFFICE,SEMINOLE COUNTY SHERIFF'S OFFICE NORTH REGION,805 PRIMERA BLVD.,LAKE MARY,FL,32746,"http://maps.google.com/maps?q=805 PRIMERA BLVD.,+LAKE MARY,+FL+32746&hl=en","805 PRIMERA BLVD., LAKE MARY, FL 32746",DEA,NTBD_2018_OCT
SEMINOLE COUNTY SHERIFF'S OFFICE,SEMINOLE COUNTY SHERIFF'S OFFICE SOUTH REGION,120 W. PINEVIEW ST.,ALTAMONTE SPRINGS,FL,32714,"http://maps.google.com/maps?q=120 W. PINEVIEW ST.,+ALTAMONTE SPRINGS,+FL+32714&hl=en","120 W. PINEVIEW ST., ALTAMONTE SPRINGS, FL 32714",DEA,NTBD_2018_OCT
ST. PETERSBURG POLICE DEPARTMENT,ST. PETERSBURG POLICE DEPARTMENT POLICE HEADQUARTERS,1300 1ST AVENUE NORTH,SAINT PETERSBURG,FL,33705,"http://maps.google.com/maps?q=1300 1ST AVENUE NORTH,+SAINT PETERSBURG,+FL+33705&hl=en","1300 1ST AVENUE NORTH, SAINT PETERSBURG, FL 33705",DEA,NTBD_2018_OCT
TAMPA POLICE DEPARTMENT,CVS,102 S DALE MABRY,TAMPA,FL,33609,"http://maps.google.com/maps?q=102 S DALE MABRY,+TAMPA,+FL+33609&hl=en","102 S DALE MABRY, TAMPA, FL 33609",DEA,NTBD_2018_OCT
TAMPA POLICE DEPARTMENT,CVS,2502 W HILLSBOURUGH AVE,TAMPA,FL,33614,"http://maps.google.com/maps?q=2502 W HILLSBOURUGH AVE,+TAMPA,+FL+33614&hl=en","2502 W HILLSBOURUGH AVE, TAMPA, FL 33614",DEA,NTBD_2018_OCT
UNIVERSITY OF CENTRAL FLORIDA POLICE DEPT,UNIVERSITY OF CENTRAL FLORIDA,4000 CENTRAL FLORIDA BLVD,ORLANDO,FL,32816,"http://maps.google.com/maps?q=4000 CENTRAL FLORIDA BLVD,+ORLANDO,+FL+32816&hl=en","4000 CENTRAL FLORIDA BLVD, ORLANDO, FL 32816",DEA,NTBD_2018_OCT
UNIVERSITY OF SOUTH FLORIDA POLICE DEPARTMENT,USF MORSANI CENTER FOR ADVANCED HEALTHCARE,13330 USF LAUREL DRIVE,TAMPA,FL,33613,"http://maps.google.com/maps?q=13330 USF LAUREL DRIVE,+TAMPA,+FL+33613&hl=en","13330 USF LAUREL DRIVE, TAMPA, FL 33613",DEA,NTBD_2018_OCT
VOLUSIA COUNTY SHERIFF'S OFFICE,VOLUSIA SHERIFF'S DIST 2 OFFICE,1706 S. WOODLAND BLVD.,DELAND,FL,32720,"http://maps.google.com/maps?q=1706 S. WOODLAND BLVD.,+DELAND,+FL+32720&hl=en","1706 S. WOODLAND BLVD., DELAND, FL 32720",DEA,NTBD_2018_OCT
VOLUSIA COUNTY SHERIFF'S OFFICE,VOLUSIA SHERIFF'S DIST 3 SOUTH OFFICE,101 E. CANAL STREET,NEW SMYRNA BEACH,FL,32168,"http://maps.google.com/maps?q=101 E. CANAL STREET,+NEW SMYRNA BEACH,+FL+32168&hl=en","101 E. CANAL STREET, NEW SMYRNA BEACH, FL 32168",DEA,NTBD_2018_OCT
VOLUSIA COUNTY SHERIFF'S OFFICE,VOLUSIA SHERIFF'S DIST 4 OFFICE,1691 PROVIDENCE BLVD.,DELTONA,FL,32725,"http://maps.google.com/maps?q=1691 PROVIDENCE BLVD.,+DELTONA,+FL+32725&hl=en","1691 PROVIDENCE BLVD., DELTONA, FL 32725",DEA,NTBD_2018_OCT
VOLUSIA COUNTY SHERIFF'S OFFICE,VOLUSIA SHERIFF'S DIST 6 OFFICE,79 SOUTH CHARLES R. BEALL BLVD.,DEBARY,FL,32713,"http://maps.google.com/maps?q=79 SOUTH CHARLES R. BEALL BLVD.,+DEBARY,+FL+32713&hl=en","79 SOUTH CHARLES R. BEALL BLVD., DEBARY, FL 32713",DEA,NTBD_2018_OCT
WEST MELBOURNE POLICE DEPARTMENT,WEST MELBOURNE POLICE DEPARTMENT,2290 MINTON ROAD,MELBOURNE,FL,32904,"http://maps.google.com/maps?q=2290 MINTON ROAD,+MELBOURNE,+FL+32904&hl=en","2290 MINTON ROAD, MELBOURNE, FL 32904",DEA,NTBD_2018_OCT
WINDERMERE POLICE DEPARTMENT,WINDERMERE POLICE DEPARTMENT,620 MAIN ST.,WINDERMERE,FL,34786,"http://maps.google.com/maps?q=620 MAIN ST.,+WINDERMERE,+FL+34786&hl=en","620 MAIN ST., WINDERMERE, FL 34786",DEA,NTBD_2018_OCT
WINTER GARDEN POLICE DEPARTMENT,WINTER GARDEN POLICE DEPARTMENT,251 WEST PLANT STREET,WINTER GARDEN,FL,34787,"http://maps.google.com/maps?q=251 WEST PLANT STREET,+WINTER GARDEN,+FL+34787&hl=en","251 WEST PLANT STREET, WINTER GARDEN, FL 34787",DEA,NTBD_2018_OCT
WINTER HAVEN POLICE DEPARTMENT,WINTER HAVEN POLICE DEPARTMENT PERMANENT COLLECTION SITE - FRONT LOBBY,125 LAKE SILVER DR NW,WINTER HAVEN,FL,33881,"http://maps.google.com/maps?q=125  LAKE SILVER DR NW,+WINTER HAVEN,+FL+33881&hl=en","125 LAKE SILVER DR NW, WINTER HAVEN, FL 33881",DEA,NTBD_2018_OCT
WINTER PARK POLICE DEPARTMENT,WINTER PARK PD,500 NORTH VIRGINIA AVE.,WINTER PARK,FL,32789,"http://maps.google.com/maps?q=500 NORTH VIRGINIA AVE.,+WINTER PARK,+FL+32789&hl=en","500 NORTH VIRGINIA AVE., WINTER PARK, FL 32789",DEA,NTBD_2018_OCT
WINTER SPRINGS POLICE DEPARTMENT,WINTER SPRINGS POLICE DEPARTMENT,300 N. MOSS RD,WINTER SPRINGS,FL,32708,"http://maps.google.com/maps?q=300 N. MOSS RD,+WINTER SPRINGS,+FL+32708&hl=en","300 N. MOSS RD, WINTER SPRINGS, FL 32708",DEA,NTBD_2018_OCT
ZEPHYRHILLS POLICE DEPARTMENT,ZEPHYRHILLS POLICE DEPARTMENT,6118 8TH STREET,ZEPHYRHILLS,FL,33542,"http://maps.google.com/maps?q=6118 8TH STREET,+ZEPHYRHILLS,+FL+33542&hl=en","6118 8TH STREET, ZEPHYRHILLS, FL 33542",DEA,NTBD_2018_OCT
CITY OF HOLMES BEACH POLICE DEPARTMENT,CITY OF HOLMES BEACH POLICE DEPARTMENT FRONT LOBBY OF CITY HALL,5801 MARINA DRIVE,HOLMES BEACH,FL,34217,"http://maps.google.com/maps?q=5801 MARINA DRIVE,+HOLMES BEACH,+FL+34217&hl=en","5801 MARINA DRIVE, HOLMES BEACH, FL 34217",DEA,NTBD_2018_OCT
WAUCHULA POLICE DEPARTMENT,WAUCHULA POLICE DEPARTMENT,128 S 7TH AVE,WAUCHULA,FL,33873,"http://maps.google.com/maps?q=128 S 7TH AVE,+WAUCHULA,+FL+33873&hl=en","128 S 7TH AVE, WAUCHULA, FL 33873",DEA,NTBD_2018_OCT
ELBERTA POLICE DEPARTMENT,ELBERTA POLICE DEPARTMENT,13062 MAIN STREET,ELBERTA,AL,36530,"http://maps.google.com/maps?q=13062 MAIN STREET,+ELBERTA,+AL+36530&hl=en","13062 MAIN STREET, ELBERTA, AL 36530",DEA,NTBD_2018_OCT
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,1841 E OLIVE RD,PENSACOLA,FL,32514,"http://maps.google.com/maps?q=1841 E OLIVE RD,+PENSACOLA,+FL+32514&hl=en","1841 E OLIVE RD, PENSACOLA, FL 32514",DEA,NTBD_2018_OCT
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,4497 MOBILE HWY,PENSACOLA,FL,32505,"http://maps.google.com/maps?q=4497 MOBILE HWY,+PENSACOLA,+FL+32505&hl=en","4497 MOBILE HWY, PENSACOLA, FL 32505",DEA,NTBD_2018_OCT
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,5995 W MOBILE HWY,PENSACOLA,FL,32526,"http://maps.google.com/maps?q=5995 W MOBILE HWY,+PENSACOLA,+FL+32526&hl=en","5995 W MOBILE HWY, PENSACOLA, FL 32526",DEA,NTBD_2018_OCT
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,6314 NORTH 9TH AVE,PENSACOLA,FL,32504,"http://maps.google.com/maps?q=6314 NORTH 9TH AVE,+PENSACOLA,+FL+32504&hl=en","6314 NORTH 9TH AVE, PENSACOLA, FL 32504",DEA,NTBD_2018_OCT
ESCAMBIA COUNTY SHERIFF OFFICE,WALGREENS,700 NORTH PACE BLVD,PENSACOLA,FL,32505,"http://maps.google.com/maps?q=700 NORTH PACE BLVD,+PENSACOLA,+FL+32505&hl=en","700 NORTH PACE BLVD, PENSACOLA, FL 32505",DEA,NTBD_2018_OCT
