Business Name,Address 1,Address 2,"City, State Zip",Map URL
"LA AMISTAD RESIDENTIAL TREATMENT CENTER, INC",6601 CENTRAL FLORIDA PKWY,"ORLANDO, FL 32821",http://maps.google.com/maps?q=LA%20AMISTAD%20RESIDENTIAL%20TREATMENT%20CENTER%20INC%2C6601%20CENTRAL%20FLORIDA%20PKWY%2C+ORLANDO%2C+FL+32821,
LEMON BAY DRUGS NORTH INC,13221 TAMIAMI TRAIL,"NORTH PORT, FL 34287",http://maps.google.com/maps?q=LEMON%20BAY%20DRUGS%20NORTH%20INC%2C13221%20TAMIAMI%20TRAIL%2C+NORTH%20PORT%2C+FL+34287,
LINCOURT PHARMACY,501 S LINCOLN AVE,"CLEARWATER, FL 33756",http://maps.google.com/maps?q=LINCOURT%20PHARMACY%2C501%20S%20LINCOLN%20AVE%2C+CLEARWATER%2C+FL+33756,
MEDROCK PHARMACY LLC,3209 TAMPA ROAD,"PALM HARBOR, FL 34684",http://maps.google.com/maps?q=MEDROCK%20PHARMACY%20LLC%2C3209%20TAMPA%20ROAD%2C+PALM%20HARBOR%2C+FL+34684,
"OCALA BEHAVIORAL HEALTH, LLC",3130 SW 27TH  AVE,"OCALA, FL 34471",http://maps.google.com/maps?q=OCALA%20BEHAVIORAL%20HEALTH%20LLC%2C3130%20SW%2027TH%20%20AVE%2C+OCALA%2C+FL+34471,
OGLETHORPE OF ORLANDO INC.,91 BEEHIVE CIRCLE DRIVE,"SAINT CLOUD, FL 34769",http://maps.google.com/maps?q=OGLETHORPE%20OF%20ORLANDO%20INC%2C91%20BEEHIVE%20CIRCLE%20DRIVE%2C+SAINT%20CLOUD%2C+FL+34769,
"OHM PHARMACY SERVICES ,INC",301 HAVENDALE BLVD,"AUBURNDALE, FL 33823",http://maps.google.com/maps?q=OHM%20PHARMACY%20SERVICES%20INC%2C301%20HAVENDALE%20BLVD%2C+AUBURNDALE%2C+FL+33823,
"PALMA CEIA HEALTH MART PHARMACY, INC.","2506 S. MACDILL AVE., STE A","TAMPA, FL 33629",http://maps.google.com/maps?q=PALMA%20CEIA%20HEALTH%20MART%20PHARMACY%20INC%2C2506%20S.%20MACDILL%20AVE.%2C%20STE%20A%2C+TAMPA%2C+FL+33629,
PERSONAL ENRICHMENT THROUGH,"MENTAL HEALTH SERVICES, INC.",11254 58TH ST N,"PINELLAS PARK, FL 33782",http://maps.google.com/maps?q=PERSONAL%20ENRICHMENT%20THROUGH%2CMENTAL%20HEALTH%20SERVICES%2C%20INC.%2C+PINELLAS%20PARK%2C+FL+33782
PHARMACARE,7101 KINGFISHER ST.,BLDG 934,"TAMPA, FL 33621",http://maps.google.com/maps?q=PHARMACARE%2C7101%20KINGFISHER%20ST.%2C+TAMPA%2C+FL+33621
PINE BROOK PHARMACY LLC,11373 CORTEZ BLVD,SUITE 101,"BROOKSVILLE, FL 34613",http://maps.google.com/maps?q=PINE%20BROOK%20PHARMACY%20LLC%2C11373%20CORTEZ%20BLVD%2C+BROOKSVILLE%2C+FL+34613
"PREMIER BEHAVIORAL SOLUTIONS OF FL, INC",1324 37TH AVENUE EAST,"BRADENTON, FL 34208",http://maps.google.com/maps?q=PREMIER%20BEHAVIORAL%20SOLUTIONS%20OF%20FL%20INC%2C1324%2037TH%20AVENUE%20EAST%2C+BRADENTON%2C+FL+34208,
RURAL HEALTH CARE INC,PHARMACY,306 UNION AVENUE,"CRESCENT CITY, FL 32112",http://maps.google.com/maps?q=RURAL%20HEALTH%20CARE%20INC%2CPHARMACY%2C+CRESCENT%20CITY%2C+FL+32112
RX CARE 11 LLC,1201 PIPER BLVD STE 12,"NAPLES, FL 34110",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C1201%20PIPER%20BLVD%20STE%2012%2C+NAPLES%2C+FL+34110,
RX CARE 12 LLC,2309 WEST WOOLBRIGHT ROAD,SUITE 4,"BOYNTON BEACH, FL 33426",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C2309%20WEST%20WOOLBRIGHT%20ROAD%2C+BOYNTON%20BEACH%2C+FL+33426
"RX CARE 17, LLC",5431 N STATE RD 7,"TAMARAC, FL 33319",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C5431%20N%20STATE%20RD%207%2C+TAMARAC%2C+FL+33319,
"RX CARE 7, LLC",1426 S PINE AVE,"OCALA, FL 34471",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C1426%20S%20PINE%20AVE%2C+OCALA%2C+FL+34471,
RX CARE OF LADY LAKE INC,725 COUNTY ROAD 466,"LADY LAKE, FL 32159",http://maps.google.com/maps?q=RX%20CARE%20OF%20LADY%20LAKE%20INC%2C725%20COUNTY%20ROAD%20466%2C+LADY%20LAKE%2C+FL+32159,
RX CARE SPECIALTY PHARMACY LLC,2812 W. MLK BLVD,"TAMPA, FL 33607",http://maps.google.com/maps?q=RX%20CARE%20SPECIALTY%20PHARMACY%20LLC%2C2812%20W.%20MLK%20BLVD%2C+TAMPA%2C+FL+33607,
RX PLUS PHARMACY LLC,717 W LANCASTER ROAD,"ORLANDO, FL 32809",http://maps.google.com/maps?q=RX%20PLUS%20PHARMACY%20LLC%2C717%20W%20LANCASTER%20ROAD%2C+ORLANDO%2C+FL+32809,
SOFKO LLC,4900 LINTON BLVD,STE 24,"DELRAY BEACH, FL 33445",http://maps.google.com/maps?q=SOFKO%20LLC%2C4900%20LINTON%20BLVD%2C+DELRAY%20BEACH%2C+FL+33445
"TEN BROECK TAMPA, INC",29910 SR 56,"WESLEY CHAPEL, FL 33543",http://maps.google.com/maps?q=TEN%20BROECK%20TAMPA%20INC%2C29910%20SR%2056%2C+WESLEY%20CHAPEL%2C+FL+33543,
THE PAVILION AT HEALTHPARK LLC,9241 PARK ROYAL DR,"FORT MYERS, FL 33908",http://maps.google.com/maps?q=THE%20PAVILION%20AT%20HEALTHPARK%20LLC%2C9241%20PARK%20ROYAL%20DR%2C+FORT%20MYERS%2C+FL+33908,
TRINITY COMPOUNDING EXPERTS LLC,6631 ORION DRIVE,#112,"FORT MYERS, FL 33912",http://maps.google.com/maps?q=TRINITY%20COMPOUNDING%20EXPERTS%20LLC%2C6631%20ORION%20DRIVE%2C+FORT%20MYERS%2C+FL+33912
TUJAX NORTH INC,319 S WOODLAND BLVD,"DELAND, FL 32720",http://maps.google.com/maps?q=TUJAX%20NORTH%20INC%2C319%20S%20WOODLAND%20BLVD%2C+DELAND%2C+FL+32720,
"UNIVERSITY BEHAVIORAL, LLC",2500 DISCOVERY DRIVE,"ORLANDO, FL 32826",http://maps.google.com/maps?q=UNIVERSITY%20BEHAVIORAL%20LLC%2C2500%20DISCOVERY%20DRIVE%2C+ORLANDO%2C+FL+32826,
USAF MACDILL AFB BRANDON CLINIC,220 GRAND REGENCY BLVD,ATTN:  PHARMACY FLIGHT,"BRANDON, FL 33510",http://maps.google.com/maps?q=USAF%20MACDILL%20AFB%20BRANDON%20CLINIC%2C220%20GRAND%20REGENCY%20BLVD%2C+BRANDON%2C+FL+33510
USAF- 6 MEDICAL GROUP/SGSL,3250 ZEMKE AVENUE,BLDG. 1078,"TAMPA, FL 33621",http://maps.google.com/maps?q=USAF%20%20MEDICAL%20GROUPSGSL%2C3250%20ZEMKE%20AVENUE%2C+TAMPA%2C+FL+33621
WALGREEN CO,8 NW MAIN ST,"WILLISTON, FL 32696",http://maps.google.com/maps?q=WALGREEN%20CO%2C8%20NW%20MAIN%20ST%2C+WILLISTON%2C+FL+32696,
WALGREEN CO.,104 S APOPKA AVE,"INVERNESS, FL 34452",http://maps.google.com/maps?q=WALGREEN%20CO%2C104%20S%20APOPKA%20AVE%2C+INVERNESS%2C+FL+34452,
WALGREEN CO.,10427 BIG BEND RD,"RIVERVIEW, FL 33578",http://maps.google.com/maps?q=WALGREEN%20CO%2C10427%20BIG%20BEND%20RD%2C+RIVERVIEW%2C+FL+33578,
WALGREEN CO.,10624 GIBSONTON DRIVE,"RIVERVIEW, FL 33578",http://maps.google.com/maps?q=WALGREEN%20CO%2C10624%20GIBSONTON%20DRIVE%2C+RIVERVIEW%2C+FL+33578,
WALGREEN CO.,11018 INTERNATIONAL DR,"ORLANDO, FL 32821",http://maps.google.com/maps?q=WALGREEN%20CO%2C11018%20INTERNATIONAL%20DR%2C+ORLANDO%2C+FL+32821,
