name,address,state,postal,source,lat,lng,source_date,googleMapsUrl,county
"CVS PHARMACY, INC.","9 NELSON STREET, LEOMINSTER, MA 01453",MA,1453,DEA,42.542496,-71.76133,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C9%20NELSON%20STREET%2C+LEOMINSTER%2C+MA+01453,Worcester
"CVS PHARMACY, INC.","197 BOSTON TURNPIKE RTE 9, SHREWSBURY, MA 01545",MA,1545,DEA,42.2746817,-71.7460745,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C197%20BOSTON%20TURNPIKE%20RTE%209%2C+SHREWSBURY%2C+MA+01545,Worcester
"WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL, LLC","300 FRIBERG PARKWAY, WESTBOROUGH, MA 01581",MA,1581,DEA,42.2841877412,-71.5839766074,April2018,http://maps.google.com/maps?q=WESTBOROUGH%20BEHAVIORAL%20HEALTHCARE%20HOSPITAL%20LLC%2C300%20FRIBERG%20PARKWAY%2C+WESTBOROUGH%2C+MA+01581,Worcester
"CVS PHARMACY, INC.","115 STAFFORD ST., WORCESTER, MA 01603",MA,1603,DEA,42.238577,-71.844559,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C115%20STAFFORD%20ST.%2C+WORCESTER%2C+MA+01603,Worcester
"CVS PHARMACY, INC.","500 GRAFTON STREET, WORCESTER, MA 01604",MA,1604,DEA,42.250828000000006,-71.78043000000001,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C500%20GRAFTON%20STREET%2C+WORCESTER%2C+MA+01604,Worcester
"CVS PHARMACY, INC.","400 PARK AVE., WORCESTER, MA 01610",MA,1610,DEA,42.256702000000004,-71.82347,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C400%20PARK%20AVE.%2C+WORCESTER%2C+MA+01610,Worcester
"WALGREEN EASTERN CO., INC.","320 PARK AVE, WORCESTER, MA 01610",MA,1610,DEA,42.261173,-71.82139699999999,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C320%20PARK%20AVE%2C+WORCESTER%2C+MA+01610,Worcester
"WALGREEN EASTERN CO., INC.","653 WORCESTER RD, FRAMINGHAM, MA 01701",MA,1701,DEA,42.29818,-71.42319499999999,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C653%20WORCESTER%20RD%2C+FRAMINGHAM%2C+MA+01701,Middlesex
"CVS PHARMACY, INC.","1280 WORCESTER RD., FRAMINGHAM, MA 01702",MA,1702,DEA,42.297886,-71.44966,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1280%20WORCESTER%20RD.%2C+FRAMINGHAM%2C+MA+01702,Middlesex
"CVS PHARMACY, INC.","400 MASSACHUSETTS AVENUE, ACTON, MA 01720",MA,1720,DEA,42.474815,-71.453384,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C400%20MASSACHUSETTS%20AVENUE%2C+ACTON%2C+MA+01720,Middlesex
USAF-66TH MEDICAL SQUADRON/SGSM,"90 VANDENBERG DRIVE BLDG 1900, HANSCOM AFB, MA 01731",MA,1731,DEA,42.458399,-71.283826,Dec2018,http://maps.google.com/maps?q=USAFTH%20MEDICAL%20SQUADRONSGSM%2C90%20VANDENBERG%20DRIVE%20BLDG%201900%2C+HANSCOM%20AFB%2C+MA+01731,Middlesex
"CVS PHARMACY, INC.","264 EAST MAIN STREET, MARLBORO, MA 01752",MA,1752,DEA,42.351196,-71.534706,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C264%20EAST%20MAIN%20STREET%2C+MARLBORO%2C+MA+01752,Middlesex
"CVS PHARMACY, INC.","137 SOUTH MAIN STREET, MILFORD, MA 01757",MA,1757,DEA,42.14927,-71.50702,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20SOUTH%20MAIN%20STREET%2C+MILFORD%2C+MA+01757,Worcester
"CVS PHARMACY, INC.","137 WEST CENTRAL STREET, NATICK, MA 01760",MA,1760,DEA,42.282641999999996,-71.37508000000001,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20WEST%20CENTRAL%20STREET%2C+NATICK%2C+MA+01760,Middlesex
LAHEY CLINIC HOSPITAL INC,"C/O PHARMACY DEPT, 41 MALL RD, BURLINGTON, MA 01805",MA,1805,DEA,42.4868368,-71.2063864,Dec2018,http://maps.google.com/maps?q=LAHEY%20CLINIC%20HOSPITAL%20INC%2CC/O%20PHARMACY%20DEPT%2C+BURLINGTON%2C+MA+01805,Middlesex
"CVS PHARMACY, INC.","68 MAIN STREET, ANDOVER, MA 01810",MA,1810,DEA,42.655113,-71.13956,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C68%20MAIN%20STREET%2C+ANDOVER%2C+MA+01810,Essex
"CVS PHARMACY, INC.","425 LOWELL AVE., HAVERHILL, MA 01832",MA,1832,DEA,42.772804,-71.11607,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C425%20LOWELL%20AVE.%2C+HAVERHILL%2C+MA+01832,Essex
"CVS PHARMACY, INC.","336 BRIDGE ST., LOWELL, MA 01850",MA,1850,DEA,42.649525,-71.30409,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C336%20BRIDGE%20ST.%2C+LOWELL%2C+MA+01850,Middlesex
"CVS PHARMACY, INC.","1815 MIDDLESEX STREET, LOWELL, MA 01851",MA,1851,DEA,42.634876,-71.35476,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1815%20MIDDLESEX%20STREET%2C+LOWELL%2C+MA+01851,Middlesex
"WALGREEN EASTERN CO., INC.","54 PLAIN ST, LOWELL, MA 01851",MA,1851,DEA,42.626425,-71.3222407,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C54%20PLAIN%20ST%2C+LOWELL%2C+MA+01851,Middlesex
BEVERLY HOSPITAL,"C/O PHARMACY DEPT, 85 HERRICK ST, BEVERLY, MA 01915",MA,1915,DEA,42.5765964,-70.8919377,Dec2018,http://maps.google.com/maps?q=BEVERLY%20HOSPITAL%2CC/O%20PHARMACY%20DEPT%2C+BEVERLY%2C+MA+01915,Essex
"CVS PHARMACY, INC.","19 DODGE ST., BEVERLY, MA 01915",MA,1915,DEA,42.573723,-70.89262,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C19%20DODGE%20ST.%2C+BEVERLY%2C+MA+01915,Essex
"WALGREEN EASTERN CO., INC.","201 MAIN STREET, GLOUCESTER, MA 01930",MA,1930,DEA,42.613136,-70.660774,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C201%20MAIN%20STREET%2C+GLOUCESTER%2C+MA+01930,Essex
"CVS PHARMACY, INC.","13-1/2 POND STREET, NEWBURYPORT, MA 01950",MA,1950,DEA,42.80738,-70.872955,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C13-1/2%20POND%20STREET%2C+NEWBURYPORT%2C+MA+01950,Essex
"CVS PHARMACY, INC.","272 EAST CENTRAL STREET, ROUTE 140, FRANKLIN, MA 02038",MA,2038,DEA,42.08039,-71.38544499999999,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C272%20EAST%20CENTRAL%20STREET%2C%20ROUTE%20140%2C+FRANKLIN%2C+MA+02038,Norfolk
"CVS PHARMACY, INC.","261 CHAUNCY STREET, MANSFIELD, MA 02048",MA,2048,DEA,42.0311065,-71.23071170000001,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C261%20CHAUNCY%20STREET%2C+MANSFIELD%2C+MA+02048,Bristol
"CVS PHARMACY, INC.","1880 OCEAN STREET, MARSHFIELD, MA 02050",MA,2050,DEA,42.092009999999995,-70.704475,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1880%20OCEAN%20STREET%2C+MARSHFIELD%2C+MA+02050,Plymouth
"CVS PHARMACY, INC.","136 NAHATAN ST., NORWOOD, MA 02062",MA,2062,DEA,42.195,-71.20065,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C136%20NAHATAN%20ST.%2C+NORWOOD%2C+MA+02062,Norfolk
"WALGREEN EASTERN CO., INC.","413 WASHINGTON STREET, STOUGHTON, MA 02072",MA,2072,DEA,42.134983,-71.1017,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C413%20WASHINGTON%20STREET%2C+STOUGHTON%2C+MA+02072,Norfolk
GENERAL HOSPITAL CORPORATION,"OUTPATIENT PHARMACY, 55 FRUIT STREET, BOSTON, MA 02114",MA,2114,DEA,42.363117200000005,-71.0686446,Dec2018,http://maps.google.com/maps?q=GENERAL%20HOSPITAL%20CORPORATION%2COUTPATIENT%20PHARMACY%2C+BOSTON%2C+MA+02114,Suffolk
MASS EYE & EAR INFIRMARY,"243 CHARLES STREET, BOSTON, MA 02114",MA,2114,DEA,42.36255,-71.070656,Dec2018,http://maps.google.com/maps?q=MASS%20EYE%20%20EAR%20INFIRMARY%2C243%20CHARLES%20STREET%2C+BOSTON%2C+MA+02114,Suffolk
THE GENERAL HOSP CORPORATION,"DELIVER ONLY TO THE, DIRECTOR OF PHARMACY, BOSTON, MA 02114",MA,2114,DEA,42.36,-71.07,Dec2018,http://maps.google.com/maps?q=THE%20GENERAL%20HOSP%20CORPORATION%2CDELIVER%20ONLY%20TO%20THE%2C+BOSTON%2C+MA+02114,Suffolk
BRIGHAM AND WOMEN'S HOSPITAL,"75 FRANCIS STREET, DEPT OF PHARMACY TWR L2-504, BOSTON, MA 02115",MA,2115,DEA,42.3360919,-71.10670470000001,Dec2018,http://maps.google.com/maps?q=BRIGHAM%20AND%20WOMENS%20HOSPITAL%2C75%20FRANCIS%20STREET%2C+BOSTON%2C+MA+02115,Suffolk
BOSTON MEDICAL CENTER,"MENINO CAMPUS, 840 HARRISON AVE, BOSTON, MA 02118",MA,2118,DEA,42.33481210000001,-71.0733775,Dec2018,http://maps.google.com/maps?q=BOSTON%20MEDICAL%20CENTER%2CMENINO%20CAMPUS%2C+BOSTON%2C+MA+02118,Suffolk
BOSTON MEDICAL CENTER PHARMACY AT SHAPIRO,"725 ALBANY STREET, PHARMACY, BOSTON, MA 02118",MA,2118,DEA,42.335518,-71.0707,Dec2018,http://maps.google.com/maps?q=BOSTON%20MEDICAL%20CENTER%20PHARMACY%20AT%20SHAPIRO%2C725%20ALBANY%20STREET%2C+BOSTON%2C+MA+02118,Suffolk
"WALGREEN EASTERN CO., INC.","416 WARREN ST, ROXBURY, MA 02119",MA,2119,DEA,42.317284,-71.08232,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C416%20WARREN%20ST%2C+ROXBURY%2C+MA+02119,Suffolk
"CVS PHARMACY, INC.","715 MORRISSEY BOULEVARD, DORCHESTER, MA 02122",MA,2122,DEA,42.2973755,-71.04981219999999,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C715%20MORRISSEY%20BOULEVARD%2C+DORCHESTER%2C+MA+02122,Suffolk
"WALGREEN EASTERN CO., INC.","1 KELLY SQUARE, EAST BOSTON, MA 02128",MA,2128,DEA,42.3742253,-71.03884120000001,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C1%20KELLY%20SQUARE%2C+EAST%20BOSTON%2C+MA+02128,Suffolk
THE ARBOUR HOSPITAL,"49 ROBINWOOD AVE, JAMAICA PLAIN, MA 02130",MA,2130,DEA,42.31577125,-71.11233044069999,April2018,http://maps.google.com/maps?q=THE%20ARBOUR%20HOSPITAL%2C49%20ROBINWOOD%20AVE%2C+JAMAICA%20PLAIN%2C+MA+02130,Suffolk
HARVARD UNIVERSITY HEALTH SERVICES,"75 MT AUBURN ST, CAMBRIDGE, MA 02138",MA,2138,DEA,42.3747032,-71.1305838,April2018,http://maps.google.com/maps?q=HARVARD%20UNIVERSITY%20HEALTH%20SERVICES%2C75%20MT%20AUBURN%20ST%2C+CAMBRIDGE%2C+MA+02138,Middlesex
"CVS PHARMACY, INC.","36 WHITE STREET, CAMBRIDGE, MA 02140",MA,2140,DEA,42.388866,-71.11775,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C36%20WHITE%20STREET%2C+CAMBRIDGE%2C+MA+02140,Middlesex
"WALGREEN EASTERN CO., INC.","185 CENTRE STREET, MALDEN, MA 02148",MA,2148,DEA,42.425583,-71.07302,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C185%20CENTRE%20STREET%2C+MALDEN%2C+MA+02148,Middlesex
REVERE HEALTHCARE CENTER,"CLINIC PHARMACY, 300 OCEAN AVENUE, REVERE, MA 02151",MA,2151,DEA,42.408074,-70.992325,Dec2018,http://maps.google.com/maps?q=REVERE%20HEALTHCARE%20CENTER%2CCLINIC%20PHARMACY%2C+REVERE%2C+MA+02151,Suffolk
"CVS PHARMACY, INC.","590 FELLSWAY, MEDFORD, MA 02155",MA,2155,DEA,42.406715000000005,-71.08219,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C590%20FELLSWAY%2C+MEDFORD%2C+MA+02155,Middlesex
"CVS PHARMACY, INC.","626 SOUTHERN ARTERY, RTE 3A, QUINCY, MA 02169",MA,2169,DEA,42.252691799999994,-70.9878369,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C626%20SOUTHERN%20ARTERY%2C%20RTE%203A%2C+QUINCY%2C+MA+02169,Norfolk
"WALGREEN EASTERN CO., INC.","418 QUINCY AVENUE, QUINCY, MA 02169",MA,2169,DEA,42.23903189999999,-70.9831152,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C418%20QUINCY%20AVENUE%2C+QUINCY%2C+MA+02169,Norfolk
"CVS PHARMACY, INC.","42 BEALE STREET, WOLLASTON, MA 02170",MA,2170,DEA,42.26665,-71.01776,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C42%20BEALE%20STREET%2C+WOLLASTON%2C+MA+02170,Norfolk
"WALGREEN EASTERN CO., INC.","225 MAIN ST., STONEHAM, MA 02180",MA,2180,DEA,42.48683,-71.100105,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C225%20MAIN%20ST.%2C+STONEHAM%2C+MA+02180,Middlesex
"CVS PHARMACY, INC.","474 WASHINGTON ST., WEYMOUTH, MA 02188",MA,2188,DEA,42.20813,-70.95748,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C474%20WASHINGTON%20ST.%2C+WEYMOUTH%2C+MA+02188,Norfolk
SOUTH SHORE HOSPITAL,"KRISTOPHER YOUNG PHARMD, 55 FOGG ROAD, SOUTH WEYMOUTH, MA 02190",MA,2190,DEA,42.175691,-70.954074,Dec2018,http://maps.google.com/maps?q=SOUTH%20SHORE%20HOSPITAL%2CKRISTOPHER%20YOUNG%20PHARMD%2C+SOUTH%20WEYMOUTH%2C+MA+02190,Norfolk
"CVS PHARMACY, INC.","1267 MAIN STREET, BROCKTON, MA 02301",MA,2301,DEA,42.0603,-71.014336,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1267%20MAIN%20STREET%2C+BROCKTON%2C+MA+02301,Plymouth
"BETH ISRAEL DEACONESS HOSPITAL-PLYMOUTH, INC.","275 SANDWICH STREET, PLYMOUTH, MA 02360",MA,2360,DEA,41.944396999999995,-70.645004,Dec2018,http://maps.google.com/maps?q=BETH%20ISRAEL%20DEACONESS%20HOSPITALPLYMOUTH%20INC%2C275%20SANDWICH%20STREET%2C+PLYMOUTH%2C+MA+02360,Plymouth
"CVS PHARMACY, INC.","8 PILGRIM HILL ROAD, PLYMOUTH, MA 02360",MA,2360,DEA,41.951021000000004,-70.687659,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C8%20PILGRIM%20HILL%20ROAD%2C+PLYMOUTH%2C+MA+02360,Plymouth
"CVS PHARMACY, INC.","171 NORTH MAIN STREET, RANDOLPH, MA 02368",MA,2368,DEA,42.16536,-71.04311,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C171%20NORTH%20MAIN%20STREET%2C+RANDOLPH%2C+MA+02368,Norfolk
"WALGREEN EASTERN CO., INC.","170 N MAIN STREET, RANDOLPH, MA 02368",MA,2368,DEA,42.165718,-71.04337,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C170%20N%20MAIN%20STREET%2C+RANDOLPH%2C+MA+02368,Norfolk
"CVS PHARMACY, INC.","12 HARVARD ST., WALTHAM, MA 02453",MA,2453,DEA,42.375847,-71.24380500000001,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C12%20HARVARD%20ST.%2C+WALTHAM%2C+MA+02453,Middlesex
NEWTON-WELLESLEY HOSPITAL,"ATTN PHARMACY, 2014 WASHINGTON ST, NEWTON LOWER FALLS, MA 02462",MA,2462,DEA,42.3241175,-71.1031663,Dec2018,http://maps.google.com/maps?q=NEWTONWELLESLEY%20HOSPITAL%2CATTN%20PHARMACY%2C+NEWTON%20LOWER%20FALLS%2C+MA+02462,Suffolk
BRIGHAM AND WOMEN'S HOSPITAL,"850 BOYLSTON STREET, DELIVER TO PHARMACY DEPT, 75 F, CHESTNUT HILL, MA 02467",MA,2467,DEA,42.3360919,-71.10670470000001,Dec2018,http://maps.google.com/maps?q=BRIGHAM%20AND%20WOMENS%20HOSPITAL%2C850%20BOYLSTON%20STREET%2C+CHESTNUT%20HILL%2C+MA+02467,Suffolk
"CVS PHARMACY, INC.","27-43 MAIN STREET, WATERTOWN, MA 02472",MA,2472,DEA,42.366318,-71.18585,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C27-43%20MAIN%20STREET%2C+WATERTOWN%2C+MA+02472,Middlesex
MC LEAN HOSPITAL,"PHARMACY DIRECTOR, 115 MILL STREET, BELMONT, MA 02478",MA,2478,DEA,42.39499,-71.192161,Dec2018,http://maps.google.com/maps?q=MC%20LEAN%20HOSPITAL%2CPHARMACY%20DIRECTOR%2C+BELMONT%2C+MA+02478,Middlesex
CAPE COD HEALTHCARE PHARMACY AT FALMOUTH HOSPITAL,"100 TER HEUN DRIVE, FALMOUTH, MA 02540",MA,2540,DEA,41.564934,-70.62106,Dec2018,http://maps.google.com/maps?q=CAPE%20COD%20HEALTHCARE%20PHARMACY%20AT%20FALMOUTH%20HOSPITAL%2C100%20TER%20HEUN%20DRIVE%2C+FALMOUTH%2C+MA+02540,Barnstable
"CVS PHARMACY, INC.","105 DAVIS STRAITS, FALMOUTH, MA 02540",MA,2540,DEA,41.5601785,-70.5987557,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C105%20DAVIS%20STRAITS%2C+FALMOUTH%2C+MA+02540,Barnstable
MARTHA'S VINEYARD HOSPITAL,"1 HOSPITAL ROAD, P.O. BOX 1477, OAK BLUFFS, MA 02557",MA,2557,DEA,41.460747,-70.580414,Dec2018,http://maps.google.com/maps?q=MARTHAS%20VINEYARD%20HOSPITAL%2C1%20HOSPITAL%20ROAD%2C+OAK%20BLUFFS%2C+MA+02557,Dukes
CAPE COD HEALTHCARE PHARMACY AT CCH,"27 PARK STREET, HYANNIS, MA 02601",MA,2601,DEA,41.654377000000004,-70.273544,Dec2018,http://maps.google.com/maps?q=CAPE%20COD%20HEALTHCARE%20PHARMACY%20AT%20CCH%2C27%20PARK%20STREET%2C+HYANNIS%2C+MA+02601,Barnstable
"CVS PHARMACY, INC.","176 NORTH STREET, HYANNIS, MA 02601",MA,2601,DEA,41.65217,-70.28901,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C176%20NORTH%20STREET%2C+HYANNIS%2C+MA+02601,Barnstable
"CVS PHARMACY, INC.","1620 PRESIDENT AVENUE, FALL RIVER, MA 02720",MA,2720,DEA,41.711945,-71.126976,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1620%20PRESIDENT%20AVENUE%2C+FALL%20RIVER%2C+MA+02720,Bristol
"WALGREEN EASTERN CO., INC.","369 PLYMOUTH AVE, FALL RIVER, MA 02721",MA,2721,DEA,41.695609999999995,-71.152054,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C369%20PLYMOUTH%20AVE%2C+FALL%20RIVER%2C+MA+02721,Bristol
"CVS PHARMACY, INC.","1145 KEMPTON STREET, NEW BEDFORD, MA 02740",MA,2740,DEA,41.6369799,-70.9565245,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1145%20KEMPTON%20STREET%2C+NEW%20BEDFORD%2C+MA+02740,Bristol
"WALGREEN EASTERN CO., INC.","495 STATE RD., NORTH DARTMOUTH, MA 02747",MA,2747,DEA,41.640903,-71.00703399999999,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C495%20STATE%20RD.%2C+NORTH%20DARTMOUTH%2C+MA+02747,Bristol
"CVS PHARMACY, INC.","8 EAST WASHINGTON STREET, NORTH ATTLEBORO, MA 02760",MA,2760,DEA,41.96578,-71.33919,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C8%20EAST%20WASHINGTON%20STREET%2C+NORTH%20ATTLEBORO%2C+MA+02760,Bristol
"CVS PHARMACY, INC.","284 WINTHROP ST., TAUNTON PLZ, TAUNTON, MA 02780",MA,2780,DEA,41.889107,-71.12004,Dec2018,http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C284%20WINTHROP%20ST.%2C+TAUNTON%2C+MA+02780,Bristol
"RHODE ISLAND CVS PHARMACY, L.L.C.","3986 OLD POST RD., CHARLESTOWN, RI 02813",RI,2813,DEA,41.3872225789,-71.6253983684,April2018,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C3986%20OLD%20POST%20RD.%2C+CHARLESTOWN%2C+RI+02813,Washington
"RHODE ISLAND CVS PHARMACY, L.L.C.","763 TIOGUE AVENUE, COVENTRY, RI 02816",RI,2816,DEA,41.6822077143,-71.562527305,April2018,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C763%20TIOGUE%20AVENUE%2C+COVENTRY%2C+RI+02816,Kent
"RHODE ISLAND CVS PHARMACY, L.L.C.","287 BROADWAY, NEWPORT, RI 02840",RI,2840,DEA,41.4977607446,-71.3076707535,April2018,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C287%20BROADWAY%2C+NEWPORT%2C+RI+02840,Newport
USN- NAVAL HEALTH CLINIC NEW ENGLAND,"BLDG 23, 43 SMITH ROAD, NEWPORT, RI 02841",RI,2841,DEA,41.50392,-71.321896,Dec2018,http://maps.google.com/maps?q=USN%20NAVAL%20HEALTH%20CLINIC%20NEW%20ENGLAND%2CBLDG%2023%2C+NEWPORT%2C+RI+02841,Newport
"RHODE ISLAND CVS PHARMACY, L.L.C.","99 EAST MAIN ROAD, MIDDLETOWN, RI 02842",RI,2842,DEA,41.517943,-71.296166,April2018,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C99%20EAST%20MAIN%20ROAD%2C+MIDDLETOWN%2C+RI+02842,Newport
"WALGREEN EASTERN CO., INC.","100 BROAD ST, PAWTUCKET, RI 02860",RI,2860,DEA,41.879940000000005,-71.38644000000001,Dec2018,http://maps.google.com/maps?q=WALGREEN%20EASTERN%20CO%20INC%2C100%20BROAD%20ST%2C+PAWTUCKET%2C+RI+02860,Providence
"RHODE ISLAND CVS PHARMACY, L.L.C.","835 NEWPORT AVE., PAWTUCKET, RI 02861",RI,2861,DEA,41.89638239999999,-71.3544821,April2018,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C835%20NEWPORT%20AVE.%2C+PAWTUCKET%2C+RI+02861,Providence
"RHODE ISLAND CVS PHARMACY, L.L.C.","11 MAIN ST., WAKEFIELD, RI 02879",RI,2879,DEA,41.441315973,-71.4911768649,April2018,http://maps.google.com/maps?q=RHODE%20ISLAND%20CVS%20PHARMACY%20LLC%2C11%20MAIN%20ST.%2C+WAKEFIELD%2C+RI+02879,Washington
