address_x,googleMapsUrl,lat_x,lng_x,name,postal_x,source,state_x,source_date,address_y,postal_y,state_y,lat_y,lng_y,_merge
"137 WEST CENTRAL STREET, NATICK, MA 01760",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20WEST%20CENTRAL%20STREET%2C+NATICK%2C+MA+01760,42.282642,-71.37508000000003,"CVS PHARMACY, INC.",1760,DEA,MA,Dec2018,,,,,,left_only
"1616 MEMORIAL DR., CHICOPEE, MA 01020",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1616%20MEMORIAL%20DR.%2C+CHICOPEE%2C+MA+01020,42.200012,-72.57292,"CVS PHARMACY, INC.",1020,DEA,MA,Dec2018,,,,,,left_only
"1620 PRESIDENT AVENUE, FALL RIVER, MA 02720",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1620%20PRESIDENT%20AVENUE%2C+FALL%20RIVER%2C+MA+02720,41.711945,-71.126976,"CVS PHARMACY, INC.",2720,DEA,MA,Dec2018,,,,,,left_only
"171 NORTH MAIN STREET, RANDOLPH, MA 02368",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C171%20NORTH%20MAIN%20STREET%2C+RANDOLPH%2C+MA+02368,42.16536,-71.04311,"CVS PHARMACY, INC.",2368,DEA,MA,Dec2018,,,,,,left_only
"176 NORTH STREET, HYANNIS, MA 02601",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C176%20NORTH%20STREET%2C+HYANNIS%2C+MA+02601,41.65217,-70.28901,"CVS PHARMACY, INC.",2601,DEA,MA,Dec2018,,,,,,left_only
"1815 MIDDLESEX STREET, LOWELL, MA 01851",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1815%20MIDDLESEX%20STREET%2C+LOWELL%2C+MA+01851,42.634876,-71.35476,"CVS PHARMACY, INC.",1851,DEA,MA,Dec2018,,,,,,left_only
"1880 OCEAN STREET, MARSHFIELD, MA 02050",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1880%20OCEAN%20STREET%2C+MARSHFIELD%2C+MA+02050,42.09201,-70.704475,"CVS PHARMACY, INC.",2050,DEA,MA,Dec2018,,,,,,left_only
"19 DODGE ST., BEVERLY, MA 01915",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C19%20DODGE%20ST.%2C+BEVERLY%2C+MA+01915,42.573723,-70.89262,"CVS PHARMACY, INC.",1915,DEA,MA,Dec2018,,,,,,left_only
"197 BOSTON TURNPIKE RTE 9, SHREWSBURY, MA 01545",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C197%20BOSTON%20TURNPIKE%20RTE%209%2C+SHREWSBURY%2C+MA+01545,42.2746817,-71.7460745,"CVS PHARMACY, INC.",1545,DEA,MA,Dec2018,,,,,,left_only
"261 CHAUNCY STREET, MANSFIELD, MA 02048",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C261%20CHAUNCY%20STREET%2C+MANSFIELD%2C+MA+02048,42.0311065,-71.23071170000001,"CVS PHARMACY, INC.",2048,DEA,MA,Dec2018,,,,,,left_only
"264 EAST MAIN STREET, MARLBORO, MA 01752",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C264%20EAST%20MAIN%20STREET%2C+MARLBORO%2C+MA+01752,42.351196,-71.534706,"CVS PHARMACY, INC.",1752,DEA,MA,Dec2018,,,,,,left_only
"27-43 MAIN STREET, WATERTOWN, MA 02472",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C27-43%20MAIN%20STREET%2C+WATERTOWN%2C+MA+02472,42.366318,-71.18585,"CVS PHARMACY, INC.",2472,DEA,MA,Dec2018,,,,,,left_only
"272 EAST CENTRAL STREET, ROUTE 140, FRANKLIN, MA 02038",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C272%20EAST%20CENTRAL%20STREET%2C%20ROUTE%20140%2C+FRANKLIN%2C+MA+02038,42.08039,-71.38544499999998,"CVS PHARMACY, INC.",2038,DEA,MA,Dec2018,,,,,,left_only
"284 WINTHROP ST., TAUNTON PLZ, TAUNTON, MA 02780",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C284%20WINTHROP%20ST.%2C+TAUNTON%2C+MA+02780,41.889107,-71.12004,"CVS PHARMACY, INC.",2780,DEA,MA,Dec2018,,,,,,left_only
"314 MAIN STREET, GARDNER, MA 01440",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C314%20MAIN%20STREET%2C+GARDNER%2C+MA+01440,42.57025,-71.99335500000002,"CVS PHARMACY, INC.",1440,DEA,MA,Dec2018,,,,,,left_only
"336 BRIDGE ST., LOWELL, MA 01850",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C336%20BRIDGE%20ST.%2C+LOWELL%2C+MA+01850,42.649525,-71.30409,"CVS PHARMACY, INC.",1850,DEA,MA,Dec2018,,,,,,left_only
"36 WHITE STREET, CAMBRIDGE, MA 02140",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C36%20WHITE%20STREET%2C+CAMBRIDGE%2C+MA+02140,42.388866,-71.11775,"CVS PHARMACY, INC.",2140,DEA,MA,Dec2018,,,,,,left_only
"400 MASSACHUSETTS AVENUE, ACTON, MA 01720",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C400%20MASSACHUSETTS%20AVENUE%2C+ACTON%2C+MA+01720,42.474815,-71.453384,"CVS PHARMACY, INC.",1720,DEA,MA,Dec2018,,,,,,left_only
"400 PARK AVE., WORCESTER, MA 01610",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C400%20PARK%20AVE.%2C+WORCESTER%2C+MA+01610,42.256702,-71.82347,"CVS PHARMACY, INC.",1610,DEA,MA,Dec2018,,,,,,left_only
"42 BEALE STREET, WOLLASTON, MA 02170",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C42%20BEALE%20STREET%2C+WOLLASTON%2C+MA+02170,42.26665,-71.01776,"CVS PHARMACY, INC.",2170,DEA,MA,Dec2018,,,,,,left_only
"425 LOWELL AVE., HAVERHILL, MA 01832",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C425%20LOWELL%20AVE.%2C+HAVERHILL%2C+MA+01832,42.772804,-71.11607,"CVS PHARMACY, INC.",1832,DEA,MA,Dec2018,,,,,,left_only
"474 WASHINGTON ST., WEYMOUTH, MA 02188",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C474%20WASHINGTON%20ST.%2C+WEYMOUTH%2C+MA+02188,42.20813,-70.95748,"CVS PHARMACY, INC.",2188,DEA,MA,Dec2018,,,,,,left_only
"500 GRAFTON STREET, WORCESTER, MA 01604",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C500%20GRAFTON%20STREET%2C+WORCESTER%2C+MA+01604,42.25082800000001,-71.78043000000002,"CVS PHARMACY, INC.",1604,DEA,MA,Dec2018,,,,,,left_only
"590 FELLSWAY, MEDFORD, MA 02155",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C590%20FELLSWAY%2C+MEDFORD%2C+MA+02155,42.40671500000001,-71.08219,"CVS PHARMACY, INC.",2155,DEA,MA,Dec2018,,,,,,left_only
"600 STATE ST, SPRINGFIELD, MA 01109",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C600%20STATE%20ST%2C+SPRINGFIELD%2C+MA+01109,42.109787,-72.57208,"CVS PHARMACY, INC.",1109,DEA,MA,Dec2018,,,,,,left_only
"615-621 BELMONT AVENUE, SPRINGFIELD, MA 01108",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C615-621%20BELMONT%20AVENUE%2C+SPRINGFIELD%2C+MA+01108,42.088091,-72.569614,"CVS PHARMACY, INC.",1108,DEA,MA,Dec2018,,,,,,left_only
"626 SOUTHERN ARTERY, RTE 3A, QUINCY, MA 02169",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C626%20SOUTHERN%20ARTERY%2C%20RTE%203A%2C+QUINCY%2C+MA+02169,42.2526918,-70.9878369,"CVS PHARMACY, INC.",2169,DEA,MA,Dec2018,,,,,,left_only
"68 MAIN STREET, ANDOVER, MA 01810",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C68%20MAIN%20STREET%2C+ANDOVER%2C+MA+01810,42.655113,-71.13956,"CVS PHARMACY, INC.",1810,DEA,MA,Dec2018,,,,,,left_only
"715 MORRISSEY BOULEVARD, DORCHESTER, MA 02122",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C715%20MORRISSEY%20BOULEVARD%2C+DORCHESTER%2C+MA+02122,42.2973755,-71.04981219999998,"CVS PHARMACY, INC.",2122,DEA,MA,Dec2018,,,,,,left_only
"8 EAST WASHINGTON STREET, NORTH ATTLEBORO, MA 02760",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C8%20EAST%20WASHINGTON%20STREET%2C+NORTH%20ATTLEBORO%2C+MA+02760,41.96578,-71.33919,"CVS PHARMACY, INC.",2760,DEA,MA,Dec2018,,,,,,left_only
"8 PILGRIM HILL ROAD, PLYMOUTH, MA 02360",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C8%20PILGRIM%20HILL%20ROAD%2C+PLYMOUTH%2C+MA+02360,41.951021,-70.687659,"CVS PHARMACY, INC.",2360,DEA,MA,Dec2018,,,,,,left_only
"9 NELSON STREET, LEOMINSTER, MA 01453",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C9%20NELSON%20STREET%2C+LEOMINSTER%2C+MA+01453,42.542496,-71.76133,"CVS PHARMACY, INC.",1453,DEA,MA,Dec2018,,,,,,left_only
"9451 CYPRESS LAKE DR, FORT MYERS, FL 33919",http://maps.google.com/maps?q=CYPRESS%20PHARMACY%20INC%2C9451%20CYPRESS%20LAKE%20DR%2C+FORT%20MYERS%2C+FL+33919,26.54561,-81.91105,"CYPRESS PHARMACY, INC",33919,DEA,FL,Dec2018,,,,,,left_only
"860 HARBOUR WAY SOUTH, SUITE E, RICHMOND, CA 94804",http://maps.google.com/maps?q=CZ%20SERVICES%2C860%20HARBOUR%20WAY%20SOUTH%2C+RICHMOND%2C+CA+94804,37.919743,-122.360054,CZ SERVICES,94804,DEA,CA,Dec2018,,,,,,left_only
"1702 SOUTH UNIVERSITY DR, FARGO, ND 58103",http://maps.google.com/maps?q=DAKOTA%20CLINIC%20PHARMACY%2C1702%20SOUTH%20UNIVERSITY%20DR%2C+FARGO%2C+ND+58103,46.8534398,-96.7975721,DAKOTA CLINIC PHARMACY,58103,DEA,ND,Dec2018,,,,,,left_only
"3000 32 AVENUE S, FARGO, ND 58103",http://maps.google.com/maps?q=DAKOTA%20CLINIC%20PHARMACY%20ON%20%20AVENUE%2C3000%2032%20AVENUE%20S%2C+FARGO%2C+ND+58103,46.8313929,-96.8276915,DAKOTA CLINIC PHARMACY ON 32 AVENUE,58103,DEA,ND,Dec2018,,,,,,left_only
"107 S MAIN STREET, P.O. BOX 460, STANLEY, ND 58784",http://maps.google.com/maps?q=DAKOTA%20DRUG%20CO%20OF%20STANLEY%2C107%20S%20MAIN%20STREET%2C+STANLEY%2C+ND+58784,48.321358,-102.39065,DAKOTA DRUG CO OF STANLEY,58784,DEA,ND,Dec2018,,,,,,left_only
"1114 CENTRAL AVENUE, FORT DODGE, IA 50501",http://maps.google.com/maps?q=DANIEL%20PHARMACY%2C1114%20CENTRAL%20AVENUE%2C+FORT%20DODGE%2C+IA+50501,42.505672,-94.18332,DANIEL PHARMACY,50501,DEA,IA,Dec2018,,,,,,left_only
"16 EAST MAIN ST, MASCOUTAH, IL 62258",http://maps.google.com/maps?q=DAUBER%20PHARMACY%2C16%20EAST%20MAIN%20ST%2C+MASCOUTAH%2C+IL+62258,38.490265,-89.797195,DAUBER PHARMACY,62258,DEA,IL,Dec2018,,,,,,left_only
"411 W. 5TH STREET, MARYSVILLE, OH 43040",http://maps.google.com/maps?q=DAVES%20PHARMACY%2C411%20W.%205TH%20STREET%2C+MARYSVILLE%2C+OH+43040,40.23679,-83.37286999999998,DAVE'S PHARMACY,43040,DEA,OH,Dec2018,,,,,,left_only
"911 SW 4TH AVENUE, CANBY, OR 97013",http://maps.google.com/maps?q=DAVES%20PRESCRIPTION%20SHOP%2C911%20SW%204TH%20AVENUE%2C+CANBY%2C+OR+97013,45.25699,-122.70131,DAVE'S PRESCRIPTION SHOP,97013,DEA,OR,Dec2018,,,,,,left_only
"615 N CHESTER ST, NEW CUMBERLAND, WV 26047",http://maps.google.com/maps?q=DAVIS%20BROTHERS%20PHARMACY%2C615%20N%20CHESTER%20ST%2C+NEW%20CUMBERLAND%2C+WV+26047,40.49456,-80.60663000000002,DAVIS BROTHERS PHARMACY,26047,DEA,WV,Dec2018,,,,,,left_only
"559 CAROLINA AVE STE B, CHESTER, WV 26034",http://maps.google.com/maps?q=DAVIS%20BROTHERS%20PHARMACY%20%20CHESTER%2C559%20CAROLINA%20AVE%20STE%20B%2C+CHESTER%2C+WV+26034,40.61434000000001,-80.56065,DAVIS BROTHERS PHARMACY - CHESTER,26034,DEA,WV,Dec2018,,,,,,left_only
"1205 DRAKE DRIVE, SUITE E, DAVIS, CA 95616",http://maps.google.com/maps?q=DAVIS%20COMPOUNDING%20SOLUTIONS%2C1205%20DRAKE%20DRIVE%2C+DAVIS%2C+CA+95616,38.560066,-121.76337,DAVIS COMPOUNDING SOLUTIONS,95616,DEA,CA,Dec2018,,,,,,left_only
"300 SOUTH PERRY STREET, ATTICA, IN 47918",http://maps.google.com/maps?q=DAVIS%20DRUGS%20LLC%2C300%20SOUTH%20PERRY%20STREET%2C+ATTICA%2C+IN+47918,40.29268,-87.2496,DAVIS DRUGS LLC,47918,DEA,IN,Dec2018,,,,,,left_only
"621 BROAD ST., STORY CITY, IA 50248",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C621%20BROAD%20ST.%2C+STORY%20CITY%2C+IA+50248,42.187096,-93.5956,DBA NUCARA PHARMACY #10,50248,DEA,IA,Dec2018,,,,,,left_only
"500 SECOND ST., TRAER, IA 50675",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C500%20SECOND%20ST.%2C+TRAER%2C+IA+50675,42.193398,-92.46763,DBA NUCARA PHARMACY #12,50675,DEA,IA,Dec2018,,,,,,left_only
"107 W MAIN, OTTUMWA, IA 52501",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C107%20W%20MAIN%2C+OTTUMWA%2C+IA+52501,41.018066,-92.412964,DBA NUCARA PHARMACY #16,52501,DEA,IA,Dec2018,,,,,,left_only
"1150 FIFTH ST., STE. 142, CORALVILLE, IA 52241",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C1150%20FIFTH%20ST.%2C%20STE.%20142%2C+CORALVILLE%2C+IA+52241,41.675682,-91.57999,DBA NUCARA PHARMACY #2,52241,DEA,IA,Dec2018,,,,,,left_only
"722 MAIN ST., ACKLEY, IA 50601",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C722%20MAIN%20ST.%2C+ACKLEY%2C+IA+50601,42.554142,-93.05278,DBA NUCARA PHARMACY #6,50601,DEA,IA,Dec2018,,,,,,left_only
"110 CENTER STREET, CONRAD, IA 50621",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C110%20CENTER%20STREET%2C+CONRAD%2C+IA+50621,42.224514,-92.87437,DBA NUCARA PHARMACY #7,50621,DEA,IA,Dec2018,,,,,,left_only
"1002 SIXTH ST., PO BOX 541, NEVADA, IA 50201",http://maps.google.com/maps?q=DBA%20NUCARA%20PHARMACY%2C1002%20SIXTH%20ST.%2C+NEVADA%2C+IA+50201,42.020752,-93.4523,DBA NUCARA PHARMACY #9,50201,DEA,IA,Dec2018,,,,,,left_only
"1716 TEMPLE AVE N, FAYETTE, AL 35555",http://maps.google.com/maps?q=DEBBIES%20DRUGS%2C1716%20TEMPLE%20AVE%20N%2C+FAYETTE%2C+AL+35555,33.667618,-87.83561,DEBBIE'S DRUGS,35555,DEA,AL,Dec2018,,,,,,left_only
"720 NORTH LINCOLN ST, GREENSBURG, IN 47240",http://maps.google.com/maps?q=DECATUR%20CTY%20MEMORIAL%20HOSPITAL%2C720%20NORTH%20LINCOLN%20ST%2C+GREENSBURG%2C+IN+47240,39.34308,-85.47943000000002,DECATUR CTY MEMORIAL HOSPITAL,47240,DEA,IN,Dec2018,,,,,,left_only
"3833 RICHMOND AVE, STATEN ISLAND, NY 10312",http://maps.google.com/maps?q=DELCO%20DRUGS%20%20SPECIALTY%20PHARMACY%20INC%2C3833%20RICHMOND%20AVE%2C+STATEN%20ISLAND%2C+NY+10312,40.544495,-74.165405,DELCO DRUGS & SPECIALTY PHARMACY INC.,10312,DEA,NY,Dec2018,,,,,,left_only
"804 SECOND STREET, SOPERTON, GA 30457",http://maps.google.com/maps?q=DENNARDS%20LTC%2C804%20SECOND%20STREET%2C+SOPERTON%2C+GA+30457,32.373744,-82.595988,DENNARD'S LTC,30457,DEA,GA,Dec2018,,,,,,left_only
"301 W 6TH AVE, DENVER, CO 80204",http://maps.google.com/maps?q=DENVER%20HEALTH%20PRIMARY%20CARE%20PHARMACY%2C301%20W%206TH%20AVE%2C+DENVER%2C+CO+80204,39.72568,-104.992096,DENVER HEALTH PRIMARY CARE PHARMACY,80204,DEA,CO,Dec2018,,,,,,left_only
"617 THIRD ST., DUNMORE, PA 18512",http://maps.google.com/maps?q=DEPIETROS%20PHARMACY%2C617%20THIRD%20ST.%2C+DUNMORE%2C+PA+18512,41.41497,-75.63416,DEPIETRO'S PHARMACY,18512,DEA,PA,Dec2018,,,,,,left_only
"CARE SYSTEM, PHARMACY SERVICE, (119), 10535 HOSPITAL WAY, MATHER, CA 95655",http://maps.google.com/maps?q=DEPT%20OF%20VETERANS%20AFFAIRS%2CCARE%20SYSTEM%2C%20PHARMACY%20SERVICE%2C+MATHER%2C+CA+95655,38.5726994,-121.2963744,DEPT OF VETERANS AFFAIRS,95655,DEA,CA,Dec2018,,,,,,left_only
"PHARMACY SERVICE (119), BLDG 778 103 BODIN CIRCLE, TRAVIS AFB, CA 94535",http://maps.google.com/maps?q=DEPT%20OF%20VETERANS%20AFFAIRS%2CPHARMACY%20SERVICE%20(119)%2C+TRAVIS%20AFB%2C+CA+94535,38.267934,-121.960664,DEPT OF VETERANS AFFAIRS,94535,DEA,CA,Dec2018,,,,,,left_only
"627 S 227TH ST, DES MOINES, WA 98198",http://maps.google.com/maps?q=DES%20MOINES%20PHARMACY%2C627%20S%20227TH%20ST%2C+DES%20MOINES%2C+WA+98198,47.397877,-122.32649,DES MOINES PHARMACY,98198,DEA,WA,Dec2018,,,,,,left_only
"1099 SUNRISE AVE, KINGMAN, AZ 86401",http://maps.google.com/maps?q=DESERT%20WEST%20PHARMACY%2C1099%20SUNRISE%20AVE%2C+KINGMAN%2C+AZ+86401,35.214954,-114.04156,DESERT WEST PHARMACY,86401,DEA,AZ,Dec2018,,,,,,left_only
"DBA DILLSBORO DRUGS, 12836 NORTH STREET, DILLSBORO, IN 47018",http://maps.google.com/maps?q=DEVILLE%20PHARMACIES%2CDBA%20DILLSBORO%20DRUGS%2C+DILLSBORO%2C+IN+47018,39.017763,-85.057863,DEVILLE PHARMACIES,47018,DEA,IN,Dec2018,,,,,,left_only
"1949 OAK TREE ROAD, EDISON, NJ 08820",http://maps.google.com/maps?q=DEVINES%20PHARMACY%20INC%2C1949%20OAK%20TREE%20ROAD%2C+EDISON%2C+NJ+08820,40.57402,-74.36478000000002,DEVINES PHARMACY INC,8820,DEA,NJ,Dec2018,,,,,,left_only
"8226 NORTH MERRIMAN ROAD, WESTLAND, MI 48185",http://maps.google.com/maps?q=DIAL%20DRUGS%2C8226%20NORTH%20MERRIMAN%20ROAD%2C+WESTLAND%2C+MI+48185,42.348286,-83.351326,DIAL DRUGS,48185,DEA,MI,Dec2018,,,,,,left_only
"104 HIGHWAY 70 E, DICKSON, TN 37055",http://maps.google.com/maps?q=DICKSON%20APOTHECARY%2C104%20HIGHWAY%2070%20E%2C+DICKSON%2C+TN+37055,36.07211,-87.37482,DICKSON APOTHECARY,37055,DEA,TN,Dec2018,,,,,,left_only
"1300 B EAST BLVD, CHARLOTTE, NC 28203",http://maps.google.com/maps?q=DILWORTH%20DRUGS%20LLC%2C1300%20B%20EAST%20BLVD%2C+CHARLOTTE%2C+NC+28203,35.20195800000001,-80.84473,"DILWORTH DRUGS, LLC",28203,DEA,NC,Dec2018,,,,,,left_only
"4400 S. SAGINAW ST, SUITE 1335, FLINT, MI 48507",http://maps.google.com/maps?q=DISCOUNT%20RX%2C4400%20S.%20SAGINAW%20ST%2C+FLINT%2C+MI+48507,42.9838802,-83.6771475,DISCOUNT RX,48507,DEA,MI,Dec2018,,,,,,left_only
"320 40TH STREET NE, WASHINGTON, DC 20019",http://maps.google.com/maps?q=DISTRICT%20OF%20COLUMBIA%20CVS%20PHARMACY%20LLC%2C320%2040TH%20STREET%20NE%2C+WASHINGTON%2C+DC+20019,38.893013,-76.94720500000003,"DISTRICT OF COLUMBIA CVS PHARMACY, L.L.C.",20019,DEA,DC,Dec2018,,,,,,left_only
"6-7 DUPONT CIRCLE NW, WASHINGTON, DC 20036",http://maps.google.com/maps?q=DISTRICT%20OF%20COLUMBIA%20CVS%20PHARMACY%20LLC%2C6-7%20DUPONT%20CIRCLE%20NW%2C+WASHINGTON%2C+DC+20036,38.909172,-77.04393,"DISTRICT OF COLUMBIA CVS PHARMACY, L.L.C.",20036,DEA,DC,Dec2018,,,,,,left_only
"6514 GEORGIA AVENUE NW, WASHINGTON, DC 20012",http://maps.google.com/maps?q=DISTRICT%20OF%20COLUMBIA%20CVS%20PHARMACY%20LLC%2C6514%20GEORGIA%20AVENUE%20NW%2C+WASHINGTON%2C+DC+20012,38.96915,-77.02735,"DISTRICT OF COLUMBIA CVS PHARMACY, L.L.C.",20012,DEA,DC,Dec2018,,,,,,left_only
"20311 OLD HIGHWAY 9 SW, CENTRALIA, WA 98531",http://maps.google.com/maps?q=DOC%20PHARMACY%20SERVICES%2C20311%20OLD%20HIGHWAY%209%20SW%2C+CENTRALIA%2C+WA+98531,46.79386,-123.0273,DOC PHARMACY SERVICES,98531,DEA,WA,Dec2018,,,,,,left_only
"143 SOUTH WASHINGTON, NASHVILLE, IL 62263",http://maps.google.com/maps?q=DOEHRINGS%20PHARMACY%2C143%20SOUTH%20WASHINGTON%2C+NASHVILLE%2C+IL+62263,38.34338,-89.38523,DOEHRINGS PHARMACY,62263,DEA,IL,Dec2018,,,,,,left_only
"7530 NW 23RD ST, BETHANY, OK 73008",http://maps.google.com/maps?q=DON%20COODY%20PHARMACY%2C7530%20NW%2023RD%20ST%2C+BETHANY%2C+OK+73008,35.493317,-97.646194,DON COODY PHARMACY,73008,DEA,OK,Dec2018,,,,,,left_only
"1560 RICHMOND RD, STATEN ISLAND, NY 10304",http://maps.google.com/maps?q=DONGAN%20HILLS%20PHARMACY%2C1560%20RICHMOND%20RD%2C+STATEN%20ISLAND%2C+NY+10304,40.59187,-74.10095,DONGAN HILLS PHARMACY,10304,DEA,NY,Dec2018,,,,,,left_only
"201 W. WATER ST, DECORAH, IA 52101",http://maps.google.com/maps?q=DONLON%20DRUG%20INC%2C201%20W.%20WATER%20ST%2C+DECORAH%2C+IA+52101,43.304153,-91.78723,"DONLON DRUG, INC",52101,DEA,IA,Dec2018,,,,,,left_only
"601 MCKEAN AVE, DONORA, PA 15033",http://maps.google.com/maps?q=DONORA%20UNION%20PHARMACY%2C601%20MCKEAN%20AVE%2C+DONORA%2C+PA+15033,40.177925,-79.8562,DONORA UNION PHARMACY,15033,DEA,PA,Dec2018,,,,,,left_only
"DBA PEXTON PHARMACY, 1812 CHATBURN PLAZA, HARLAN, IA 51537",http://maps.google.com/maps?q=DOTZLER%20PHARMACIES%20INC%2CDBA%20PEXTON%20PHARMACY%2C+HARLAN%2C+IA+51537,41.646101,-95.334869,"DOTZLER PHARMACIES, INC.",51537,DEA,IA,Dec2018,,,,,,left_only
"DBA DOUGLAS-MAIN PHARMACY, 5207 MAIN ST STE#102, DOWNERS GROVE, IL 60515",http://maps.google.com/maps?q=DOUGLAS%20%20OGDEN%20MED%20CTR%20PHAR%2CDBA%20DOUGLAS-MAIN%20PHARMACY%2C+DOWNERS%20GROVE%2C+IL+60515,41.7927523,-88.00977040000002,DOUGLAS & OGDEN MED CTR PHAR,60515,DEA,IL,Dec2018,,,,,,left_only
"307 STATE STREET, BOX 99, GUTHRIE CENTER, IA 50115",http://maps.google.com/maps?q=DOWD%20DRUG%2C307%20STATE%20STREET%2C+GUTHRIE%20CENTER%2C+IA+50115,41.67727,-94.504486,DOWD DRUG,50115,DEA,IA,Dec2018,,,,,,left_only
"1200 MARTIN LUTHER KING JR DR, WINSTON-SALEM, NC 27101",http://maps.google.com/maps?q=DOWNTOWN%20HEALTH%20PLAZA%20PHARMACY%2C1200%20MARTIN%20LUTHER%20KING%20JR%20DR%2C+WINSTON-SALEM%2C+NC+27101,36.105213,-80.23921999999997,DOWNTOWN HEALTH PLAZA PHARMACY,27101,DEA,NC,Dec2018,,,,,,left_only
"1987 STATE ROUTE 52, LIBERTY, NY 12754",http://maps.google.com/maps?q=DPR%20EQUITY%20INC%2C1987%20STATE%20ROUTE%2052%2C+LIBERTY%2C+NY+12754,41.781878000000006,-74.714213,DPR EQUITY INC.,12754,DEA,NY,Dec2018,,,,,,left_only
"104 E HWY 66, DRAYTON, ND 58225",http://maps.google.com/maps?q=DRAYTON%20DRUG%2C104%20E%20HWY%2066%2C+DRAYTON%2C+ND+58225,48.5710604,-97.17742309999998,DRAYTON DRUG,58225,DEA,ND,Dec2018,,,,,,left_only
"2601 NORTH 7TH ST, SUITE 500, WEST MONROE, LA 71291",http://maps.google.com/maps?q=DRENNANS%20PHARMACY%2C2601%20NORTH%207TH%20ST%2C+WEST%20MONROE%2C+LA+71291,32.525707000000004,-92.1476,DRENNAN'S PHARMACY,71291,DEA,LA,Dec2018,,,,,,left_only
"2111 UNIVERSITY AVENUE, P.O.BOX 51216, EAST PALO ALTO, CA 94303",http://maps.google.com/maps?q=DREW%20CENTER%20PHARMACY%2C2111%20UNIVERSITY%20AVENUE%2C+EAST%20PALO%20ALTO%2C+CA+94303,37.465378,-122.141624,DREW CENTER PHARMACY,94303,DEA,CA,Dec2018,,,,,,left_only
"2805 NORTH POINT RD, BALTIMORE, MD 21222",http://maps.google.com/maps?q=DRUG%20CITY%20PHARMACY%20LLC%2C2805%20NORTH%20POINT%20RD%2C+BALTIMORE%2C+MD+21222,39.279343,-76.48966999999998,"DRUG CITY PHARMACY, LLC",21222,DEA,MD,Dec2018,,,,,,left_only
"SUITE A, P.O. BOX 159, LA PINE, OR 97739",http://maps.google.com/maps?q=DRUG%20MART%20INC%20PHARMACY%2CSUITE%20A%2C+LA%20PINE%2C+OR+97739,43.75,-121.46,DRUG MART INC PHARMACY,97739,DEA,OR,Dec2018,,,,,,left_only
"1 UNION SQ SOUTH, NEW YORK, NY 10003",http://maps.google.com/maps?q=DUANE%20READE%2C1%20UNION%20SQ%20SOUTH%2C+NEW%20YORK%2C+NY+10003,40.735817,-73.991135,DUANE READE,10003,DEA,NY,Dec2018,,,,,,left_only
"107-16 CONTINENTAL AVENUE, FOREST HILLS, NY 11375",http://maps.google.com/maps?q=DUANE%20READE%2C107-16%20CONTINENTAL%20AVENUE%2C+FOREST%20HILLS%2C+NY+11375,40.720314,-73.844696,DUANE READE,11375,DEA,NY,Dec2018,,,,,,left_only
